group_id;timestamp;paddockNames;lat;long;model_ref;Nmin [kg/ha];NO3-N [kg/ha];N total [%];P [mg/100g];K (beta) [mg/100g];Moisture [%];pH ;SOC [%];SOM [%];C/N Ratio ;Mg [mg/100g];Soil Temperature [øC];Air Temperature [øC];Humidity [%];Air Pressure [hPa];Volatile organic compounds [ohm];Soil texture class 
297-PGF-20230303-27-gkvy;2023-03-03T11:48:43.000Z;Kassow_107;53.866659;12.0808887;6f10978b-3654-48fb-92fb-478b29e29c69;62;62;0,14;6,8;12,4;16,65;6,63;1,25;2,16;9,11;9,7;2,93;3,59;79,94;1020;530638;2
297-PGF-20230303-28-pgai;2023-03-03T11:52:24.000Z;Kassow_107;53.8663995;12.08134;6f10978b-3654-48fb-92fb-478b29e29c69;39;39;0,16;7,3;14,2;20,23;6,91;1,46;2,52;9,11;11,5;2,9;3,63;79,96;1020;533377;3
297-PGF-20230303-29-xkvt;2023-03-03T11:55:51.000Z;Kassow_107;53.866135;12.0818011;6f10978b-3654-48fb-92fb-478b29e29c69;69;69;0,14;6,1;11,4;17,47;6,47;1,36;2,34;9,83;9;2,89;3,59;80,02;1020;544353;2
297-PGF-20230303-30-ecjx;2023-03-03T11:59:50.000Z;Kassow_107;53.8658709;12.0822348;6f10978b-3654-48fb-92fb-478b29e29c69;81;81;0,15;5,5;11,4;17,51;6,23;1,61;2,78;10,95;9,5;2,88;3,48;80,54;1020;536846;2
297-PGF-20230303-31-fxkv;2023-03-03T12:02:57.000Z;Kassow_107;53.8661076;12.082632;6f10978b-3654-48fb-92fb-478b29e29c69;66;66;0,16;5,9;12,2;18,28;6,7;1,16;2;7,48;8,5;2,79;3,3;81,48;1020;535137;2
297-PGF-20230303-32-kidx;2023-03-03T12:07:43.000Z;Kassow_107;53.8663823;12.0821766;6f10978b-3654-48fb-92fb-478b29e29c69;75;75;0,17;5,8;11,7;19,06;6,52;1,62;2,8;9,65;10;2,78;3,31;81,98;1020;540839;2
297-PGF-20230303-33-sghh;2023-03-03T12:13:51.000Z;Kassow_107;53.8666478;12.0816845;6f10978b-3654-48fb-92fb-478b29e29c69;51;51;0,15;9,2;13,5;19,68;6,79;1,45;2,5;9,61;9,5;2,61;3,37;81,67;1020;541221;4
297-PGF-20230303-34-nanl;2023-03-03T12:18:31.000Z;Kassow_107;53.8670134;12.0811204;6f10978b-3654-48fb-92fb-478b29e29c69;79;79;0,13;7;11;16,41;6,3;1,39;2,4;10,32;9,2;2,76;3,09;81,86;1020;548102;2
297-PGF-20230303-35-hbxl;2023-03-03T12:21:40.000Z;Kassow_107;53.86733;12.0806456;6f10978b-3654-48fb-92fb-478b29e29c69;79;79;0,12;7,7;11;16,03;6,2;1,28;2,21;10,93;8,2;2,71;3,09;82,17;1020;549793;2
297-PGF-20230303-36-ywsb;2023-03-03T12:24:50.000Z;Kassow_107;53.8676073;12.0801638;6f10978b-3654-48fb-92fb-478b29e29c69;72;72;0,14;5,1;11,3;17,53;6,48;1,22;2,11;8,93;10,2;2,63;3,03;82,36;1020;545157;2
297-PGF-20230303-37-ituy;2023-03-03T12:28:15.000Z;Kassow_107;53.8678811;12.0796961;6f10978b-3654-48fb-92fb-478b29e29c69;72;72;0,13;5,2;11,3;17,53;6,41;1,36;2,34;10,41;9,9;2,68;2,93;83,2;1020;542955;2
297-PGF-20230303-38-cyio;2023-03-03T12:31:55.000Z;Kassow_107;53.8682486;12.079247;6f10978b-3654-48fb-92fb-478b29e29c69;68;68;0,1;7,2;11,2;15,88;6,4;1,27;2,19;12,29;7,5;2,78;3,01;82,94;1020;544104;2
297-PGF-20230303-39-ngfd;2023-03-03T13:07:45.000Z;Kassow_107;53.8713133;12.0871077;6f10978b-3654-48fb-92fb-478b29e29c69;78;78;0,13;4,2;10,5;17,86;6,51;1,18;2,04;9,46;9,4;3,13;4,5;77,14;1020;552184;2
297-PGF-20230303-40-xiap;2023-03-03T13:10:31.000Z;Kassow_107;53.8710875;12.0876058;6f10978b-3654-48fb-92fb-478b29e29c69;67;67;0,12;6,2;10,8;15,84;6,26;1,16;2,01;9,9;8,6;2,85;4,12;78,8;1020;552335;2
297-PGF-20230303-41-ijux;2023-03-03T13:13:27.000Z;Kassow_107;53.87082;12.0881747;6f10978b-3654-48fb-92fb-478b29e29c69;32;32;0,12;7,7;13,1;19,39;7;1,16;1,99;9,26;10,2;2,69;3,86;79,06;1019;548506;4
297-PGF-20230303-42-lebl;2023-03-03T13:17:28.000Z;Kassow_107;53.8705721;12.0886824;6f10978b-3654-48fb-92fb-478b29e29c69;74;74;0,11;7;10,5;16,41;6,54;1,16;1,99;10,15;8,9;2,76;3,74;80,29;1019;549711;2
297-PGF-20230303-43-joth;2023-03-03T13:20:30.000Z;Kassow_107;53.8703255;12.0891933;6f10978b-3654-48fb-92fb-478b29e29c69;67;67;0,12;5,2;10,9;16,55;6,37;1,21;2,08;10,47;7,7;2,89;3,72;80,64;1019;561382;2
297-PGF-20230303-44-kcez;2023-03-03T13:24:14.000Z;Kassow_107;53.8699676;12.0890892;6f10978b-3654-48fb-92fb-478b29e29c69;39;39;0,13;10,2;13,5;19,59;7,11;1,19;2,05;8,84;11,4;2,92;3,83;79,56;1019;558436;4
297-PGF-20230303-45-cdwx;2023-03-03T13:27:28.000Z;Kassow_107;53.870243;12.0887426;6f10978b-3654-48fb-92fb-478b29e29c69;59;59;0,12;3,4;10,9;17;6,36;1,12;1,93;9,42;9,7;3,08;3,96;78,5;1019;574537;3
297-PGF-20230303-46-kjvo;2023-03-03T13:30:50.000Z;Kassow_107;53.8704404;12.0883108;6f10978b-3654-48fb-92fb-478b29e29c69;75;75;0,12;4,1;10,9;16,24;6,34;1,21;2,09;10,3;8,2;2,93;4,04;79,23;1019;560099;2
297-PGF-20230303-47-tyqz;2023-03-03T13:35:28.000Z;Kassow_107;53.8706672;12.0878964;6f10978b-3654-48fb-92fb-478b29e29c69;71;71;0,13;4,4;11,7;16,74;6,3;1,16;2;8,75;9,7;2,94;4,1;78,83;1019;562480;2
297-PGF-20230303-48-prtz;2023-03-03T13:38:42.000Z;Kassow_107;53.8708913;12.0874678;6f10978b-3654-48fb-92fb-478b29e29c69;77;77;0,12;7,1;10,6;16,68;6,37;1,26;2,17;10,4;8,4;2,86;4,1;78,28;1019;576282;2
297-PGF-20230303-49-vqyd;2023-03-03T13:42:11.000Z;Kassow_107;53.8710514;12.0871663;6f10978b-3654-48fb-92fb-478b29e29c69;72;72;0,11;6,5;11,4;15,66;6,18;1,36;2,34;11,92;6,2;2,83;4,11;78,42;1019;573465;2
297-PGF-20230303-50-zvcn;2023-03-03T13:49:07.000Z;Kassow_107;53.8710935;12.0861732;6f10978b-3654-48fb-92fb-478b29e29c69;79;79;0,13;4,7;10,9;17,27;6,45;1,23;2,12;9,43;10,4;3,13;4,21;78,13;1019;574302;2
297-PGF-20230303-51-ifte;2023-03-03T13:52:54.000Z;Kassow_107;53.8713628;12.0857014;6f10978b-3654-48fb-92fb-478b29e29c69;69;69;0,12;6,6;13,2;17,62;6,56;1,29;2,22;10,47;8,5;3,01;4,3;78,11;1019;567154;2
297-PGF-20230303-52-gmyn;2023-03-03T13:57:11.000Z;Kassow_107;53.8715332;12.085194;6f10978b-3654-48fb-92fb-478b29e29c69;43;43;0,13;8,8;13,6;18,99;7,03;1,24;2,14;9,46;9,7;3,08;4,3;78,38;1019;555337;3
297-PGF-20230303-53-qryh;2023-03-03T14:00:44.000Z;Kassow_107;53.8717227;12.0849738;6f10978b-3654-48fb-92fb-478b29e29c69;40;40;0,13;10,5;13,4;18,99;7,22;1,19;2,05;9,25;9,3;2,9;4,23;78,18;1019;570162;4
297-PGF-20230303-54-lymm;2023-03-03T14:07:53.000Z;Kassow_107;53.8716982;12.0843762;6f10978b-3654-48fb-92fb-478b29e29c69;77;77;0,13;7,2;12,9;17,4;6,56;1,26;2,17;9,74;8,8;3,08;4,2;78,94;1019;569379;2
297-PGF-20230303-55-rtdw;2023-03-03T14:11:42.000Z;Kassow_107;53.8714468;12.0848745;6f10978b-3654-48fb-92fb-478b29e29c69;49;49;0,13;12,5;13,1;19,53;7,03;1,27;2,19;9,48;10;3,03;4,23;78,61;1019;570782;3
297-PGF-20230303-56-zkua;2023-03-03T14:14:57.000Z;Kassow_107;53.8712208;12.0852567;6f10978b-3654-48fb-92fb-478b29e29c69;58;58;0,14;8,7;13,8;18,54;6,83;1,31;2,26;9,32;9,5;3,07;4,14;78,38;1019;577922;2
297-PGF-20230303-57-hdfb;2023-03-03T14:18:13.000Z;Kassow_107;53.871039;12.0856063;6f10978b-3654-48fb-92fb-478b29e29c69;59;59;0,14;8,2;13,1;18,22;6,71;1,2;2,07;8,88;9,5;3,03;4,19;78,31;1019;579063;3
297-PGF-20230303-58-uxzr;2023-03-03T14:24:21.000Z;Kassow_107;53.8703444;12.0856128;6f10978b-3654-48fb-92fb-478b29e29c69;31;31;0,13;10,5;15,1;19,3;7,14;1,23;2,12;9,17;10;3,07;4,22;78,74;1019;559176;4
297-PGF-20230303-59-nqou;2023-03-03T14:29:04.000Z;Kassow_107;53.8706342;12.0851374;6f10978b-3654-48fb-92fb-478b29e29c69;41;41;0,09;10,3;14,5;17,93;7,12;1,06;1,82;11,9;8,9;2,89;4,26;78,88;1019;563861;4
297-PGF-20230303-60-yowt;2023-03-03T14:33:37.000Z;Kassow_107;53.8709199;12.0846701;6f10978b-3654-48fb-92fb-478b29e29c69;79;79;0,14;6,2;11,6;16,37;6,6;1,27;2,2;9,21;8,3;2,86;4,32;77,99;1019;564887;2
297-PGF-20230303-61-fqjw;2023-03-03T14:38:08.000Z;Kassow_107;53.8712012;12.084204;6f10978b-3654-48fb-92fb-478b29e29c69;67;67;0,17;4,4;10,2;18,9;6,54;1,6;2,75;9,46;9,3;2,81;4,4;77,6;1019;565793;2
297-PGF-20230303-62-ukwc;2023-03-03T14:42:59.000Z;Kassow_107;53.8713077;12.0833431;6f10978b-3654-48fb-92fb-478b29e29c69;77;77;0,11;6;10,1;15,14;6;1,34;2,31;11,67;8,3;3,28;4,57;77,6;1019;568099;2
297-PGF-20230303-63-unle;2023-03-03T14:48:58.000Z;Kassow_107;53.8710906;12.0837222;6f10978b-3654-48fb-92fb-478b29e29c69;94;94;0,15;4,4;10,9;17,25;6,46;1,47;2,53;10,06;8,1;3,1;4,49;77,5;1019;560765;2
297-PGF-20230303-65-nkro;2023-03-03T14:55:29.000Z;Kassow_107;53.8705361;12.0847366;6f10978b-3654-48fb-92fb-478b29e29c69;56;56;0,13;13,6;13,4;18,72;7,13;1,36;2,34;10,12;11,1;2,92;4,56;76,33;1019;571702;3
297-PGF-20230303-64-cnem;2023-03-03T14:52:19.000Z;Kassow_107;53.8708375;12.0842064;6f10978b-3654-48fb-92fb-478b29e29c69;82;82;0,09;7,1;10,4;12,24;6,44;1,15;1,99;12,34;6,7;2,99;4,57;76,73;1019;576905;2
297-PGF-20230303-66-rnam;2023-03-03T14:59:04.000Z;Kassow_107;53.8701916;12.0852431;6f10978b-3654-48fb-92fb-478b29e29c69;52;52;0,11;12,1;14,1;19,12;7,11;1,24;2,14;11,39;9,8;2,79;4,59;76,96;1018;559597;3
297-PGF-20230303-67-fazt;2023-03-03T15:02:30.000Z;Kassow_107;53.8698656;12.0856543;6f10978b-3654-48fb-92fb-478b29e29c69;46;46;0,13;10,2;12,9;17,91;6,71;1,2;2,07;9,43;9,3;2,78;4,53;77,34;1018;569007;2
297-PGF-20230303-68-mciy;2023-03-03T15:09:40.000Z;Kassow_107;53.8695838;12.0860988;6f10978b-3654-48fb-92fb-478b29e29c69;39;38;0,13;7,9;13,5;19,99;7,16;1,29;2,22;9,69;11,4;2,76;4,43;76,28;1018;571912;4
297-PGF-20230303-69-xrgn;2023-03-03T15:13:34.000Z;Kassow_107;53.8692931;12.0866173;6f10978b-3654-48fb-92fb-478b29e29c69;36;36;0,12;11,4;13,5;20,54;7,17;1,34;2,31;10,82;12,5;2,79;4,54;76,47;1018;561954;4
297-PGF-20230303-70-apbd;2023-03-03T15:17:08.000Z;Kassow_107;53.8690376;12.0870901;6f10978b-3654-48fb-92fb-478b29e29c69;32;32;0,13;7,1;14;20,39;7,05;1,31;2,25;10,32;11,4;2,96;4,6;77,32;1018;559376;4
297-PGF-20230303-71-tvyc;2023-03-03T15:21:17.000Z;Kassow_107;53.8687836;12.087604;6f10978b-3654-48fb-92fb-478b29e29c69;94;94;0,11;5,6;11,2;14,67;6,47;1,23;2,13;11,69;7,2;3;4,6;77,09;1018;560541;2
297-PGF-20230303-72-oltc;2023-03-03T15:25:26.000Z;Kassow_107;53.8684978;12.0881337;6f10978b-3654-48fb-92fb-478b29e29c69;82;82;0,14;5,1;10,5;16,5;6,33;1,41;2,44;10,34;8,6;3,13;4,64;77,31;1018;564083;2
297-PGF-20230303-73-hnkl;2023-03-03T15:28:29.000Z;Kassow_107;53.8683109;12.0887707;6f10978b-3654-48fb-92fb-478b29e29c69;53;53;0,19;6,8;13,9;20,19;6,89;1,56;2,69;8,24;11,3;3,01;4,66;77,07;1018;568876;3
297-PGF-20230303-74-nikm;2023-03-03T15:32:29.000Z;Kassow_107;53.8679643;12.0889571;6f10978b-3654-48fb-92fb-478b29e29c69;36;36;0,16;7,6;12,5;20,42;7,08;1,5;2,58;9,17;11,9;3,06;4,62;76,71;1018;556821;4
297-PGF-20230303-75-xffz;2023-03-03T15:35:53.000Z;Kassow_107;53.8681789;12.0883267;6f10978b-3654-48fb-92fb-478b29e29c69;61;61;0,17;7,3;11,7;18,63;6,7;1,71;2,94;9,79;9,7;3,01;4,64;77,07;1018;550373;3
297-PGF-20230303-76-pwga;2023-03-03T15:39:50.000Z;Kassow_107;53.8684507;12.0878399;6f10978b-3654-48fb-92fb-478b29e29c69;76;76;0,15;5,9;13,2;17,95;6,59;1,55;2,67;10,18;10,4;2,94;4,61;76,4;1018;570398;2
297-PGF-20230303-77-tfwn;2023-03-03T15:43:28.000Z;Kassow_107;53.8687395;12.0873281;6f10978b-3654-48fb-92fb-478b29e29c69;87;87;0,14;9;11,9;16,94;6,39;1,24;2,13;8,64;10;3,1;4,58;77,01;1018;574672;2
297-PGF-20230303-78-yicg;2023-03-03T15:46:37.000Z;Kassow_107;53.86903;12.0868538;6f10978b-3654-48fb-92fb-478b29e29c69;37;37;0,12;9,2;13,3;19,57;7,12;1,1;1,9;8,91;10,4;3;4,51;76,68;1017;569220;4
297-PGF-20230303-79-dwyp;2023-03-03T15:50:05.000Z;Kassow_107;53.8693009;12.0863829;6f10978b-3654-48fb-92fb-478b29e29c69;34;34;0,12;10,6;12,9;20,07;7,19;1,09;1,88;8,73;10,3;2,88;4,47;76,52;1017;578398;4
297-PGF-20230303-80-ubwm;2023-03-03T15:58:01.000Z;Kassow_107;53.8695967;12.0858804;6f10978b-3654-48fb-92fb-478b29e29c69;38;38;0,13;8,7;13,8;19,25;7,11;1,21;2,08;9,09;11,3;2,75;4,47;75,91;1017;579531;4
297-PGF-20230303-81-rnsw;2023-03-03T16:01:23.000Z;Kassow_107;53.8699057;12.0853633;6f10978b-3654-48fb-92fb-478b29e29c69;69;69;0,12;6,6;10,5;14,84;6,3;1,27;2,19;10,74;7,7;2,74;4,47;75,68;1017;583902;2
297-PGF-20230303-82-oyjs;2023-03-03T16:08:18.000Z;Kassow_107;53.8701777;12.0848654;6f10978b-3654-48fb-92fb-478b29e29c69;73;73;0,15;7,5;12,5;17,84;6,61;1,53;2,64;9,92;8,7;2,92;4,41;76,03;1018;574280;2
297-PGF-20230303-83-pett;2023-03-03T16:11:40.000Z;Kassow_107;53.8703999;12.0842353;6f10978b-3654-48fb-92fb-478b29e29c69;76;76;0,13;6,8;10,3;16,93;6,28;1,62;2,8;12,04;7,6;2,86;4,47;75,92;1018;575354;2
297-PGF-20230303-84-eahf;2023-03-03T16:14:54.000Z;Kassow_107;53.8706215;12.0836656;6f10978b-3654-48fb-92fb-478b29e29c69;82;82;0,13;6,4;10,4;16,53;6,38;1,49;2,57;11,91;7,3;2,9;4,5;75,43;1018;584085;2
297-PGF-20230303-85-omhr;2023-03-03T16:21:06.000Z;Kassow_107;53.8709082;12.0830643;6f10978b-3654-48fb-92fb-478b29e29c69;75;75;0,13;6,2;11,3;17,74;6,59;1,44;2,48;10,87;9;2,94;4,6;75,61;1017;571305;2
297-PGF-20230303-86-fyax;2023-03-03T16:28:14.000Z;Kassow_107;53.869234;12.0806479;6f10978b-3654-48fb-92fb-478b29e29c69;74;74;0,13;6,2;12,6;17,13;6,56;1,35;2,33;10,66;9,1;2,97;4,5;76,09;1017;567428;2
297-PGF-20230303-87-tvww;2023-03-03T16:31:30.000Z;Kassow_107;53.8689958;12.0809717;6f10978b-3654-48fb-92fb-478b29e29c69;91;91;0,13;5;11,1;16,7;6,37;1,55;2,68;12,38;8,4;3;4,5;75,43;1017;581756;2
297-PGF-20230303-88-hlxy;2023-03-03T16:35:46.000Z;Kassow_107;53.8687289;12.0815665;6f10978b-3654-48fb-92fb-478b29e29c69;80;80;0,14;6,2;11,9;16,98;6,57;1,42;2,44;10,11;8,3;3;4,56;75,82;1017;561237;2
297-PGF-20230303-89-knfy;2023-03-03T16:39:54.000Z;Kassow_107;53.8683476;12.0823974;6f10978b-3654-48fb-92fb-478b29e29c69;71;71;0,13;4,2;11,8;16,89;6,53;1,16;2;8,75;9,3;2,9;4,58;75,66;1017;559787;2
297-PGF-20230303-90-uqth;2023-03-03T16:43:52.000Z;Kassow_107;53.8679097;12.0823653;6f10978b-3654-48fb-92fb-478b29e29c69;69;69;0,12;6,2;10,6;16,7;6,31;1,25;2,16;10,21;8,6;2,81;4,6;75,56;1017;547327;2
297-PGF-20230303-91-zfpg;2023-03-03T16:47:27.000Z;Kassow_107;53.8683335;12.0814171;6f10978b-3654-48fb-92fb-478b29e29c69;89;89;0,14;8,8;14,1;17,7;6,57;1,42;2,45;9,83;8,8;2,88;4,63;75,36;1017;549762;2
297-PGF-20230303-92-razg;2023-03-03T16:50:49.000Z;Kassow_107;53.8686714;12.0808598;6f10978b-3654-48fb-92fb-478b29e29c69;87;87;0,15;7,8;13,9;18,43;6,6;1,42;2,45;9,17;8,3;2,76;4,67;75,38;1017;544598;2
297-PGF-20230303-93-irzm;2023-03-03T16:55:25.000Z;Kassow_107;53.8690033;12.0801158;6f10978b-3654-48fb-92fb-478b29e29c69;84;84;0,13;5,4;10,8;17;6,53;1,29;2,22;9,9;8,3;2,82;4,56;75,47;1017;550818;2
297-PGF-20230303-94-dotq;2023-03-03T16:58:21.000Z;Kassow_107;53.8687297;12.0798194;6f10978b-3654-48fb-92fb-478b29e29c69;74;74;0,12;6,9;10,6;16,14;6,46;1,23;2,12;10,46;7,7;2,85;4,5;76,03;1017;562771;2
297-PGF-20230303-95-fkns;2023-03-03T17:01:23.000Z;Kassow_107;53.8683522;12.0802799;6f10978b-3654-48fb-92fb-478b29e29c69;72;72;0,12;4,5;11,4;17,59;6,54;1,16;2,01;9,63;8,8;2,81;4,56;76,08;1017;568868;2
297-PGF-20230303-96-qaks;2023-03-03T17:04:58.000Z;Kassow_107;53.8680117;12.0808457;6f10978b-3654-48fb-92fb-478b29e29c69;80;80;0,13;4,9;11,5;17,34;6,63;1,21;2,08;9,22;10;2,75;4,4;76,71;1017;567133;2
297-PGF-20230303-97-yjtp;2023-03-03T17:08:06.000Z;Kassow_107;53.8676713;12.0814202;6f10978b-3654-48fb-92fb-478b29e29c69;63;63;0,15;6,1;12,2;17,89;6,71;1,25;2,15;8,31;9,4;2,76;4,33;76,94;1017;568738;2
297-PGF-20230413-65-nbvd;2023-04-15T09:40:12.000Z;Kassow_107;53.8708226;12.082159;6f10978b-3654-48fb-92fb-478b29e29c69;73;73;0,19;8,7;11,5;16,4;6,87;1,48;2,54;7,89;11,8;11,04;13,41;66,51;1007;571172;4
297-PGF-20230415-2-dxyk;2023-04-15T09:55:31.000Z;Kassow_107;53.867716;12.0747853;6f10978b-3654-48fb-92fb-478b29e29c69;42;24;0,14;10,5;12,1;16,81;6,67;1,48;2,56;10,34;8,8;10,46;13,82;66,02;1007;700756;2
297-PGF-20230415-3-ltry;2023-04-15T09:58:25.000Z;Kassow_107;53.8675609;12.0751975;6f10978b-3654-48fb-92fb-478b29e29c69;44;30;0,14;14,2;12,6;16,5;7,15;1,39;2,4;10,02;10,4;9,92;13,72;65,98;1007;722968;3
297-PGF-20230415-4-vuun;2023-04-15T10:01:40.000Z;Kassow_107;53.867239;12.0756205;6f10978b-3654-48fb-92fb-478b29e29c69;29;26;0,13;5,8;10,6;17,51;6,61;1,28;2,21;9,92;9,8;9,65;13,69;67,06;1008;730821;2
297-PGF-20230415-5-ront;2023-04-15T10:04:56.000Z;Kassow_107;53.8669675;12.0762948;6f10978b-3654-48fb-92fb-478b29e29c69;33;0;0,11;8,6;13,9;18,6;7,04;1,41;2,44;12,49;11,1;9,6;13,46;65,41;1007;751210;4
297-PGF-20230415-6-xsoi;2023-04-15T10:08:02.000Z;Kassow_107;53.8666462;12.076497;6f10978b-3654-48fb-92fb-478b29e29c69;34;0;0,12;9;13,5;19,81;7,12;1,43;2,47;12,43;12,3;9,75;13,39;65,47;1007;758587;4
297-PGF-20230415-7-lrdl;2023-04-15T10:11:31.000Z;Kassow_107;53.8663621;12.0770333;6f10978b-3654-48fb-92fb-478b29e29c69;32;21;0,14;5,5;11,1;17,04;6,67;1,45;2,49;10,3;9,3;9,51;13,42;66,23;1007;771526;2
297-PGF-20230415-8-gelv;2023-04-15T10:15:09.000Z;Kassow_107;53.8663953;12.0774697;6f10978b-3654-48fb-92fb-478b29e29c69;38;28;0,16;7,8;11,6;17,97;6,85;1,43;2,46;8,96;10;9,61;13,46;66,19;1007;761646;2
297-PGF-20230415-10-tgnb;2023-04-15T10:24:43.000Z;Kassow_107;53.8670247;12.0768057;6f10978b-3654-48fb-92fb-478b29e29c69;35;35;0,13;8,1;9,7;16,91;6,46;1,39;2,4;10,95;8,3;9,64;13,42;65,1;1008;770280;2
297-PGF-20230415-9-jsyy;2023-04-15T10:18:40.000Z;Kassow_107;53.8667124;12.0773768;6f10978b-3654-48fb-92fb-478b29e29c69;49;49;0,15;6,5;11;16,3;6,46;1,6;2,76;10,83;9,6;10,01;13,27;65,79;1007;790513;2
297-PGF-20230415-11-rckx;2023-04-15T10:28:44.000Z;Kassow_107;53.8672495;12.0764256;6f10978b-3654-48fb-92fb-478b29e29c69;36;36;0,13;7,7;10,6;16,79;6,41;1,47;2,54;11,14;10,3;9,67;13,46;64,88;1008;766651;2
297-PGF-20230415-12-kfmh;2023-04-15T10:33:30.000Z;Kassow_107;53.8676582;12.0757135;6f10978b-3654-48fb-92fb-478b29e29c69;54;54;0,18;11,2;12;17,93;6,71;1,42;2,46;7,92;10,8;9,78;13,33;65,31;1008;793804;2
297-PGF-20230415-13-zypc;2023-04-15T10:36:41.000Z;Kassow_107;53.8678646;12.0752932;6f10978b-3654-48fb-92fb-478b29e29c69;26;5;0,14;10;12,8;19,19;7,06;1,27;2,19;9,24;9,5;9,83;13,39;64,28;1008;804575;3
297-PGF-20230415-14-wscy;2023-04-15T10:39:54.000Z;Kassow_107;53.8680665;12.0757899;6f10978b-3654-48fb-92fb-478b29e29c69;30;24;0,12;7,8;11,6;16,92;6,8;1,28;2,21;10,77;8,7;9,79;13,23;64;1008;808161;2
297-PGF-20230415-15-vtur;2023-04-15T10:43:14.000Z;Kassow_107;53.8678383;12.0762327;6f10978b-3654-48fb-92fb-478b29e29c69;32;25;0,15;6,6;11,3;18,25;6,74;1,48;2,55;10,21;8,5;10,01;13,81;63,16;1008;821921;2
297-PGF-20230415-16-irbo;2023-04-15T10:46:40.000Z;Kassow_107;53.8675601;12.0767151;6f10978b-3654-48fb-92fb-478b29e29c69;33;22;0,13;7,8;11,1;17,11;6,6;1,42;2,46;11,22;8,6;10,32;14,29;62,57;1008;834792;2
297-PGF-20230415-17-dppu;2023-04-15T10:50:19.000Z;Kassow_107;53.8672206;12.0771886;6f10978b-3654-48fb-92fb-478b29e29c69;26;0;0,15;7,2;12,2;18,37;6,96;1,28;2,21;8,82;10,3;10,13;14,34;62;1008;840761;2
297-PGF-20230415-18-tpwa;2023-04-15T10:54:35.000Z;Kassow_107;53.866887;12.0777605;6f10978b-3654-48fb-92fb-478b29e29c69;25;14;0,13;8,5;12,1;18,2;6,87;1,31;2,27;10,33;8,8;9,85;13,67;64,01;1007;839938;3
297-PGF-20230415-19-zlaj;2023-04-15T10:57:28.000Z;Kassow_107;53.8670653;12.0780708;6f10978b-3654-48fb-92fb-478b29e29c69;36;17;0,14;7;12,7;18,88;7,07;1,39;2,41;9,79;9,8;9,75;13,86;63,71;1007;808691;3
297-PGF-20230415-20-ynhm;2023-04-15T11:01:36.000Z;Kassow_107;53.8673624;12.0776458;6f10978b-3654-48fb-92fb-478b29e29c69;28;0;0,15;7;12,4;18;7;1,38;2,39;9,2;9,5;9,64;13,98;62,36;1007;801775;3
297-PGF-20230415-21-ryix;2023-04-15T11:05:37.000Z;Kassow_107;53.8677612;12.0770954;6f10978b-3654-48fb-92fb-478b29e29c69;38;38;0,12;8,5;10,7;15,42;6,54;1,31;2,26;10,72;8,1;9,88;14,11;63,51;1008;781378;2
297-PGF-20230415-22-ixcn;2023-04-15T11:08:56.000Z;Kassow_107;53.8682353;12.076461;6f10978b-3654-48fb-92fb-478b29e29c69;27;23;0,14;6,8;11,3;18,02;6,59;1,36;2,35;9,55;9,5;10,31;14,37;63,04;1008;807460;2
297-PGF-20230415-23-tnma;2023-04-15T11:21:53.000Z;Kassow_107;53.86788;12.0786591;6f10978b-3654-48fb-92fb-478b29e29c69;35;28;0,13;8;11,8;17,22;6,7;1,39;2,4;10,34;8,6;10,97;14,54;62,47;1008;828226;2
297-PGF-20230415-24-iqpq;2023-04-15T11:25:24.000Z;Kassow_107;53.8674914;12.0795416;6f10978b-3654-48fb-92fb-478b29e29c69;33;25;0,14;7,2;10,9;17,54;6,77;1,28;2,21;9,38;8,6;10,31;14,59;61,7;1008;824148;2
297-PGF-20230415-25-jgiz;2023-04-15T11:28:28.000Z;Kassow_107;53.867217;12.0802266;6f10978b-3654-48fb-92fb-478b29e29c69;37;25;0,15;6,5;10,7;17,49;6,7;1,42;2,45;9,67;8,2;10,24;14,5;62,38;1008;828991;2
297-PGF-20230415-26-bvrz;2023-04-15T11:32:19.000Z;Kassow_107;53.8667573;12.08117;6f10978b-3654-48fb-92fb-478b29e29c69;27;17;0,14;6,8;12,7;17,82;6,96;1,41;2,43;9,77;8,8;10,38;14,33;62,16;1008;823277;2
297-PGF-20230415-27-hyop;2023-04-15T11:35:28.000Z;Kassow_107;53.8668783;12.0816435;6f10978b-3654-48fb-92fb-478b29e29c69;33;7;0,15;8;11,5;18,07;6,89;1,39;2,4;9,44;8,4;10,26;14,31;63;1008;797470;2
297-PGF-20230415-28-ners;2023-04-15T11:38:57.000Z;Kassow_107;53.8671852;12.0811122;6f10978b-3654-48fb-92fb-478b29e29c69;29;22;0,13;7,9;11,3;17,26;6,77;1,4;2,42;11,16;8,6;10,06;14,16;63;1008;816105;2
297-PGF-20230415-29-plts;2023-04-15T11:42:53.000Z;Kassow_107;53.8677493;12.0802708;6f10978b-3654-48fb-92fb-478b29e29c69;24;24;0,13;8,2;10,3;16,77;6,64;1,39;2,4;11,1;8,9;10,46;13,94;61,73;1008;826062;2
297-PGF-20230415-30-hkab;2023-04-15T11:46:47.000Z;Kassow_107;53.8681677;12.0792585;6f10978b-3654-48fb-92fb-478b29e29c69;35;35;0,12;7,6;10,3;15,94;6,59;1,3;2,24;11,08;8,8;10,43;13,94;62,1;1008;846352;2
