"group_id","device_id","timestamp","paddockNames","lat","long","model_ref","Nmin [kg/ha]","Nmin - Nutrient class","NO3-N [kg/ha]","NO3-N - Nutrient class","N total [%]","N total - Nutrient class","P [mg/100g]","P - Nutrient class","K (beta) [mg/100g]","K (beta) - Nutrient class","Moisture [%]","Moisture - Nutrient class","pH ","pH - Nutrient class","SOC [%]","SOC - Nutrient class","SOM [%]","SOM - Nutrient class","C/N Ratio ","C/N Ratio - Nutrient class","Mg [mg/100g]","Mg - Nutrient class","Soil Temperature [°C]","Light (infrared) [lux]","Light (visible) [lux]","Air Temperature [°C]","Humidity [%]","Air Pressure [hPa]","Volatile organic compounds [ohm]","Soil texture class ","issue_classes","labels"
"297-PGF-20230413-26-wezy",297,"2023-04-13T09:28:59.000Z","Groß_schwiesow","53.8542935","12.094374","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",29,"B",0.2,"",7.5,"",8.7,"",19.3,"",5.6,"B",3.7,"",6.4,"",15.2,"E",9.3,"",7.9,4157,1080,12.9,61.5,1000,781822,3,"",""
"297-PGF-20230413-27-qrri",297,"2023-04-13T09:31:58.000Z","Groß_schwiesow","53.8540774","12.0950261","6f10978b-3654-48fb-92fb-478b29e29c69",81,"",81,"C",0.2,"",17.9,"",16.1,"",19.8,"",7.3,"D",1.7,"",2.9,"",9.8,"C",20.5,"",8.3,6065,1733,13.1,59.9,1000,794065,5,"",""
"297-PGF-20230413-28-bijq",297,"2023-04-13T09:34:50.000Z","Groß_schwiesow","53.8536376","12.0946505","6f10978b-3654-48fb-92fb-478b29e29c69",48,"",39,"B",0.2,"",8.2,"",11.7,"",20.2,"",6.7,"C",2.1,"",3.6,"",9.3,"C",11.6,"",8.6,4145,1130,13.4,60.4,1000,794513,4,"",""
"297-PGF-20230413-29-tfto",297,"2023-04-13T09:37:36.000Z","Groß_schwiesow","53.8534113","12.0952559","6f10978b-3654-48fb-92fb-478b29e29c69",53,"",53,"C",0.2,"",13.6,"",10,"",21.2,"",6.1,"C",2.7,"",4.6,"",10.8,"D",10.6,"",8,2345,583,13.1,60.9,1000,783368,3,"",""
"297-PGF-20230413-30-pndg",297,"2023-04-13T09:40:32.000Z","Groß_schwiesow","53.8537518","12.0956702","6f10978b-3654-48fb-92fb-478b29e29c69",39,"",29,"B",0.2,"",10.9,"",13,"",21.7,"",6.8,"C",2,"",3.4,"",9.7,"C",14.7,"",8.1,1889,446,13.2,60.9,1000,777460,4,"",""
"297-PGF-20230413-31-jvwy",297,"2023-04-13T09:43:04.000Z","Groß_schwiesow","53.8535528","12.0964034","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",29,"B",0.2,"",9.9,"",12.3,"",20.5,"",6.9,"C",1.7,"",2.9,"",8.5,"C",11.2,"",8.1,3383,875,12.7,60.9,1000,798170,4,"",""
"297-PGF-20230413-33-xrda",297,"2023-04-13T09:49:09.000Z","Groß_schwiesow","53.8529364","12.0966135","6f10978b-3654-48fb-92fb-478b29e29c69",89,"",89,"D",0.2,"",17.1,"",10,"",16.8,"",6.1,"C",2.6,"",4.5,"",12.6,"D",8.2,"",8.9,3003,727,13.8,61.3,1001,773093,2,"",""
"297-PGF-20230413-32-sosh",297,"2023-04-13T09:46:22.000Z","Groß_schwiesow","53.8531669","12.0959354","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.2,"",8,"",10.6,"",14.7,"",6.1,"C",1.6,"",2.8,"",10.1,"D",7.8,"",8.7,6822,1897,13.3,59.7,1000,801742,2,"",""
"297-PGF-20230413-34-usna",297,"2023-04-13T09:52:12.000Z","Groß_schwiesow","53.8533585","12.0970943","6f10978b-3654-48fb-92fb-478b29e29c69",61,"",47,"C",0.3,"",18.4,"",10.9,"",20.7,"",6.6,"C",2.8,"",4.9,"",10.4,"D",12.5,"",8.5,4315,1081,14.1,60.1,1001,773454,3,"",""
"297-PGF-20230413-35-xqpu",297,"2023-04-13T09:55:03.000Z","Groß_schwiesow","53.853102","12.0977507","6f10978b-3654-48fb-92fb-478b29e29c69",44,"",44,"B",0.2,"",15.3,"",12.9,"",20,"",6.9,"C",1.6,"",2.7,"",10.4,"D",17.9,"",9,5414,1500,14.1,60.1,1000,780977,5,"",""
"297-PGF-20230413-36-fovh",297,"2023-04-13T09:58:33.000Z","Groß_schwiesow","53.8526688","12.0972471","6f10978b-3654-48fb-92fb-478b29e29c69",44,"",29,"B",0.3,"",9.6,"",8.4,"",20,"",5.9,"B",3.6,"",6.3,"",13.6,"D",9.6,"",8.8,6817,1931,14.1,59.4,1001,803010,3,"",""
"297-PGF-20230413-37-ehgz",297,"2023-04-13T10:01:45.000Z","Groß_schwiesow","53.8524915","12.0980384","6f10978b-3654-48fb-92fb-478b29e29c69",66,"",23,"B",0.5,"",14.9,"",8.4,"",33.7,"",6.1,"C","out-of-range","","out-of-range","","out-of-range","A",10.4,"",9,4900,1359,14.1,58.4,1001,806201,2,"28",""
"297-PGF-20230413-38-ovjv",297,"2023-04-13T10:06:04.000Z","Groß_schwiesow","53.8530227","12.0986015","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",48,"C",0.2,"",12.4,"",13.2,"",21.5,"",7,"C",2,"",3.5,"",10.4,"D",15.4,"",9.3,2387,631,13.4,59.4,1001,803807,4,"28",""
"297-PGF-20230413-39-thqe",297,"2023-04-13T10:09:44.000Z","Groß_schwiesow","53.8527935","12.0993022","6f10978b-3654-48fb-92fb-478b29e29c69",78,"",72,"C",0.3,"",15.4,"",11.4,"",19.6,"",6.3,"C",2.7,"",4.7,"",10,"D",12.4,"",8.7,1916,483,13,59.8,1001,806320,2,"28",""
"297-PGF-20230413-40-sgig",297,"2023-04-13T10:16:16.000Z","Groß_schwiesow","53.8523768","12.0988565","6f10978b-3654-48fb-92fb-478b29e29c69",52,"",41,"B",0.3,"",18.1,"",9.8,"",22.9,"",6.3,"C",3.9,"",6.8,"",13,"D",11.5,"",8.1,1545,379,12.1,63.1,1001,795651,4,"28,6",""
"297-PGF-20230413-41-parr",297,"2023-04-13T10:19:12.000Z","Groß_schwiesow","53.8522287","12.099522","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",43,"B",0.3,"",22.5,"",9.3,"",21.7,"",6.4,"D",3.5,"",6,"",13.3,"D",9.1,"",8,1545,382,12.3,62.7,1001,785164,2,"",""
"297-PGF-20230413-42-yudc",297,"2023-04-13T10:22:11.000Z","Groß_schwiesow","53.8526423","12.0998833","6f10978b-3654-48fb-92fb-478b29e29c69",58,"",58,"C",0.2,"",13.3,"",11.8,"",18.8,"",6.7,"D",2,"",3.5,"",9.8,"C",9.7,"",9.1,1991,529,12.4,60.7,1001,803641,3,"28",""
