"group_id","device_id","timestamp","paddockNames","lat","long","model_ref","Nmin [kg/ha]","Nmin - Nutrient class","NO3-N [kg/ha]","NO3-N - Nutrient class","N total [%]","N total - Nutrient class","P [mg/100g]","P - Nutrient class","K (beta) [mg/100g]","K (beta) - Nutrient class","Moisture [%]","Moisture - Nutrient class","pH ","pH - Nutrient class","SOC [%]","SOC - Nutrient class","SOM [%]","SOM - Nutrient class","C/N Ratio ","C/N Ratio - Nutrient class","Mg [mg/100g]","Mg - Nutrient class","Soil Temperature [°C]","Light (infrared) [lux]","Light (visible) [lux]","Air Temperature [°C]","Humidity [%]","Air Pressure [hPa]","Volatile organic compounds [ohm]","Soil texture class ","issue_classes","labels"
"297-PGF-20221209-44",297,"2022-12-09T14:25:52.000Z","Kassow_107","53.8676192","12.080381","a51003b9-c769-417c-ab66-db562e2fb587",99,"",99,"D",0.1,"",9.5,"",13.3,"",18.2,"",6.6,"D",1.2,"",2.1,"",10.8,"D",7.1,"",0.8,34,9,-0.9,87.8,1005,275077,2,"",""
"297-PGF-20221209-45",297,"2022-12-09T14:31:07.000Z","Kassow_107","53.8679179","12.0800136","a51003b9-c769-417c-ab66-db562e2fb587",72,"",72,"C",0.1,"",7,"",13.4,"",18.5,"",6.8,"E",1.2,"",2,"",10.5,"D",7.3,"",0.9,28,8,-0.8,87.9,1005,286503,2,"",""
"297-PGF-20221209-47",297,"2022-12-09T14:37:39.000Z","Kassow_107","53.868482","12.0796288","a51003b9-c769-417c-ab66-db562e2fb587",83,"",83,"C",0.1,"",4.4,"",13.7,"",17.6,"",6.6,"D",1.1,"",1.8,"",9.6,"C",8.5,"",1.1,21,6,-0.8,88.1,1005,259609,2,"28",""
"297-PGF-20221209-48",297,"2022-12-09T14:40:40.000Z","Kassow_107","53.8687835","12.0800027","a51003b9-c769-417c-ab66-db562e2fb587",85,"",85,"C",0.1,"",5.7,"",11.3,"",15.9,"",6.5,"D",1.2,"",2,"",12.3,"D",8,"",1,15,5,-0.8,87.8,1005,274358,2,"",""
"297-PGF-20221209-49",297,"2022-12-09T14:43:40.000Z","Kassow_107","53.8690455","12.0803935","a51003b9-c769-417c-ab66-db562e2fb587",75,"",75,"C",0.1,"",4.1,"",11.8,"",16.1,"",6.3,"D",1.2,"",2.1,"",12.1,"D",7.4,"",0.9,12,3,-0.7,88.3,1005,267629,2,"",""
"297-PGF-20221209-50",297,"2022-12-09T14:46:52.000Z","Kassow_107","53.8691464","12.0810064","a51003b9-c769-417c-ab66-db562e2fb587",79,"",79,"C",0.1,"",5.9,"",14,"",17.3,"",6.6,"D",1.1,"",2,"",10.9,"D",7.4,"",1,11,3,-0.7,88.3,1005,275380,2,"",""
"297-PGF-20221209-51",297,"2022-12-09T14:53:20.000Z","Kassow_107","53.8688312","12.0814515","a51003b9-c769-417c-ab66-db562e2fb587",89,"",89,"D",0.1,"",8.4,"",14.7,"",16.7,"",6.7,"E",1.1,"",1.9,"",10.5,"D",6.8,"",0.9,8,2,-0.9,88,1005,271456,2,"",""
"297-PGF-20221209-52",297,"2022-12-09T14:56:50.000Z","Kassow_107","53.8685899","12.0818883","a51003b9-c769-417c-ab66-db562e2fb587",91,"",91,"D",0.1,"",4.9,"",11.7,"",15.3,"",6.5,"D",1,"",1.7,"",11,"D",7.1,"",1,7,1,-1,88.3,1005,264329,2,"",""
"297-PGF-20221209-53",297,"2022-12-09T14:59:28.000Z","Kassow_107","53.8681637","12.0822414","a51003b9-c769-417c-ab66-db562e2fb587",79,"",79,"C",0.1,"",6,"",14.2,"",17.7,"",6.5,"D",1,"",1.7,"",11.1,"D",8.3,"",0.8,6,1,-1,87.7,1005,288810,2,"",""
"297-PGF-20221209-54",297,"2022-12-09T15:03:43.000Z","Kassow_107","53.86777","12.0822272","a51003b9-c769-417c-ab66-db562e2fb587",90,"",90,"D",0.1,"",3.6,"",12,"",17.7,"",6.5,"D",1.2,"",2,"",10.7,"D",8.6,"",1.1,5,0,-0.9,88.5,1005,277098,2,"",""
"297-PGF-20221209-55",297,"2022-12-09T15:06:52.000Z","Kassow_107","53.8679789","12.0818904","a51003b9-c769-417c-ab66-db562e2fb587",91,"",91,"D",0.1,"",7.4,"",11.8,"",16,"",6.4,"D",1,"",1.8,"",11.2,"D",7.3,"",1,4,0,-0.8,88.5,1005,269784,2,"",""
"297-PGF-20221209-56",297,"2022-12-09T15:09:16.000Z","Kassow_107","53.8682551","12.0814486","a51003b9-c769-417c-ab66-db562e2fb587",78,"",78,"C",0.1,"",5.4,"",11.6,"",15.4,"",6.5,"D",1.1,"",1.9,"",13.2,"D",6.8,"",1,3,0,-0.8,88.1,1005,280785,2,"",""
"297-PGF-20221209-57",297,"2022-12-09T15:11:51.000Z","Kassow_107","53.86848","12.0811232","a51003b9-c769-417c-ab66-db562e2fb587",88,"",88,"D",0.1,"",5.4,"",12.9,"",16.3,"",6.5,"D",1.2,"",2,"",11.9,"D",8.2,"",1.1,3,,-0.8,88.4,1005,274710,2,"",""
"297-PGF-20221209-58",297,"2022-12-09T15:14:25.000Z","Kassow_107","53.8687196","12.0807941","a51003b9-c769-417c-ab66-db562e2fb587",82,"",82,"C",0.1,"",10.8,"",14.1,"",18.8,"",6.7,"E",1.1,"",1.9,"",10,"C",7.1,"",1.1,1,,-0.8,88.4,1005,265789,2,"",""
"297-PGF-20221209-59",297,"2022-12-09T15:20:56.000Z","Kassow_107","53.8686109","12.0802399","a51003b9-c769-417c-ab66-db562e2fb587",81,"",81,"C",0.1,"",7.1,"",12.8,"",17.4,"",6.7,"D",1.2,"",2,"",10.9,"D",7.8,"",1,1,,-0.8,88,1005,280158,2,"",""
"297-PGF-20221209-60",297,"2022-12-09T15:24:35.000Z","Kassow_107","53.8682273","12.0806842","a51003b9-c769-417c-ab66-db562e2fb587",81,"",81,"C",0.1,"",4.6,"",13.1,"",16.7,"",6.6,"D",1,"",1.7,"",9.3,"C",8,"",0.8,,,-1,87.4,1005,285586,2,"",""
"297-PGF-20221209-61",297,"2022-12-09T15:28:34.000Z","Kassow_107","53.8678431","12.0812047","a51003b9-c769-417c-ab66-db562e2fb587",75,"",75,"C",0.1,"",6.7,"",13.4,"",18.3,"",6.8,"E",1.2,"",2,"",11.4,"D",7,"",0.8,,,-1,87.3,1005,281712,2,"",""
"297-PGF-20221209-62",297,"2022-12-09T15:37:14.000Z","Kassow_107","53.8675882","12.0815287","a51003b9-c769-417c-ab66-db562e2fb587",82,"",82,"C",0.1,"",5.7,"",14.6,"",18.6,"",6.7,"D",1.1,"",1.9,"",8.5,"C",9.2,"",1,,,-1,87.9,1005,277207,2,"",""
"297-PGF-20230121-2",297,"2023-01-21T10:04:40.000Z","Kassow_107","53.8673172","12.0750089","6f10978b-3654-48fb-92fb-478b29e29c69",61,"",61,"C",0.1,"",6.6,"",12,"",17.7,"",6.5,"D",1.2,"",2.1,"",11.1,"D",7.9,"",0.9,2010,410,7.5,59.4,1028,385315,2,"",""
"297-PGF-20230121-1",297,"2023-01-21T10:00:25.000Z","Kassow_107","53.8676137","12.074632","6f10978b-3654-48fb-92fb-478b29e29c69",58,"",49,"C",0.1,"",10.2,"",11.7,"",15.5,"",6.6,"D",1.1,"",1.9,"",9.3,"C",6.8,"",3,1440,319,10.6,49.9,1028,388281,2,"",""
"297-PGF-20230121-4",297,"2023-01-21T10:12:08.000Z","Kassow_107","53.8667228","12.0761743","6f10978b-3654-48fb-92fb-478b29e29c69",43,"",43,"B",0.1,"",8.6,"",16.8,"",19.4,"",7.2,"D",1.2,"",2.1,"",11.1,"D",10,"",0.9,2005,527,5.9,64.9,1028,391414,4,"",""
"297-PGF-20230121-3",297,"2023-01-21T10:09:00.000Z","Kassow_107","53.867035","12.0755692","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.1,"",7.1,"",11.5,"",15.8,"",6.2,"C",1.1,"",1.9,"",12.1,"D",5.5,"",0.7,866,189,6.5,63.6,1028,388875,2,"",""
"297-PGF-20230121-5",297,"2023-01-21T10:36:32.000Z","Kassow_107","53.8663868","12.0768282","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",49,"C",0.1,"",6.2,"",11.6,"",17.2,"",6.5,"D",1.2,"",2,"",9.7,"C",9.3,"",1.3,2507,682,5.1,69.6,1028,414050,2,"",""
"297-PGF-20230121-6",297,"2023-01-21T10:40:45.000Z","Kassow_107","53.8663106","12.0772656","6f10978b-3654-48fb-92fb-478b29e29c69",62,"",62,"C",0.1,"",8.9,"",12.7,"",15.7,"",6.7,"E",1.1,"",1.9,"",10.4,"D",8.1,"",1,770,190,5,69.1,1028,416019,2,"",""
"297-PGF-20230121-7",297,"2023-01-21T10:43:20.000Z","Kassow_107","53.8664562","12.0775248","6f10978b-3654-48fb-92fb-478b29e29c69",57,"",57,"C",0.1,"",9.2,"",11.4,"",15.9,"",6.5,"D",1.1,"",1.9,"",10.8,"D",7.3,"",1,646,156,4.5,71.4,1028,426577,2,"",""
"297-PGF-20230121-8",297,"2023-01-21T10:47:03.000Z","Kassow_107","53.866646","12.077233","6f10978b-3654-48fb-92fb-478b29e29c69",65,"",65,"C",0.1,"",7.8,"",11,"",16.3,"",6.5,"D",1.3,"",2.2,"",11.2,"D",8.2,"",0.6,619,163,3.9,73.3,1028,415979,2,"",""
"297-PGF-20230121-9",297,"2023-01-21T10:50:34.000Z","Kassow_107","53.8668391","12.0768297","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",49,"C",0.1,"",7.2,"",13.5,"",18.7,"",6.8,"D",1.3,"",2.2,"",9.3,"C",9.2,"",0.8,647,176,3.7,76.3,1028,410517,3,"",""
"297-PGF-20230121-10",297,"2023-01-21T10:53:12.000Z","Kassow_107","53.867059","12.0764931","6f10978b-3654-48fb-92fb-478b29e29c69",65,"",65,"C",0.1,"",5.8,"",13.1,"",18.1,"",6.8,"D",1.1,"",1.8,"",7.7,"C",9.6,"",0.8,905,258,3.7,76.3,1028,407150,3,"28",""
"297-PGF-20230121-11",297,"2023-01-21T10:57:00.000Z","Kassow_107","53.8672272","12.0762008","6f10978b-3654-48fb-92fb-478b29e29c69",62,"",62,"C",0.1,"",8,"",11.3,"",16.2,"",6.4,"D",1.2,"",2,"",10.5,"D",8,"",0.7,629,183,3.7,76.4,1028,405501,2,"",""
"297-PGF-20230121-12",297,"2023-01-21T10:59:34.000Z","Kassow_107","53.8674386","12.0758902","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",10.8,"",12.4,"",16.4,"",6.3,"C",1.1,"",2,"",9.6,"C",7.8,"",0.8,779,229,3.7,75.8,1028,401227,2,"",""
"297-PGF-20230121-13",297,"2023-01-21T11:04:22.000Z","Kassow_107","53.8676426","12.0755592","6f10978b-3654-48fb-92fb-478b29e29c69",40,"",40,"B",0.1,"",7.1,"",14.8,"",18.5,"",6.9,"D",1.1,"",1.9,"",7.7,"C",9.7,"",0.7,1654,488,3.9,76.1,1028,391819,3,"",""
"297-PGF-20230121-14",297,"2023-01-21T11:07:42.000Z","Kassow_107","53.8678771","12.0751689","6f10978b-3654-48fb-92fb-478b29e29c69",51,"",51,"C",0.1,"",6.9,"",13.4,"",18.6,"",6.9,"D",1,"",1.8,"",7,"C",9.4,"",0.5,1005,243,3.9,76.3,1028,399025,3,"",""
"297-PGF-20230121-15",297,"2023-01-21T11:26:22.000Z","Kassow_107","53.86806","12.0753344","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",6.2,"",14.6,"",17.5,"",6.6,"D",1.2,"",2,"",9,"C",8.1,"",0.6,657,181,4.1,74.8,1028,415244,2,"28",""
"297-PGF-20230121-16",297,"2023-01-21T11:29:59.000Z","Kassow_107","53.8678665","12.0756961","6f10978b-3654-48fb-92fb-478b29e29c69",68,"",68,"C",0.1,"",5.7,"",13.1,"",18.1,"",6.6,"D",1,"",1.7,"",8.6,"C",9,"",0.7,595,166,4,74.1,1028,422136,2,"",""
"297-PGF-20230121-17",297,"2023-01-21T11:33:21.000Z","Kassow_107","53.8676274","12.075887","6f10978b-3654-48fb-92fb-478b29e29c69",65,"",65,"C",0.1,"",6.8,"",13,"",17.6,"",6.8,"E",1,"",1.8,"",7.8,"C",8.4,"",0.7,684,187,4,75.2,1028,419712,2,"",""
"297-PGF-20230121-18",297,"2023-01-21T11:36:38.000Z","Kassow_107","53.867455","12.0762529","6f10978b-3654-48fb-92fb-478b29e29c69",55,"",55,"C",0.1,"",7.5,"",12.2,"",18,"",6.5,"D",1.3,"",2.2,"",9.3,"C",9.3,"",0.8,706,190,4.1,76.1,1028,405472,2,"",""
"297-PGF-20230121-19",297,"2023-01-21T11:40:14.000Z","Kassow_107","53.8671969","12.0765712","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",8.6,"",10.5,"",16.3,"",6.4,"D",1.1,"",1.9,"",9.3,"C",8.2,"",0.9,700,195,4.3,75.8,1028,397071,2,"",""
"297-PGF-20230121-20",297,"2023-01-21T11:43:57.000Z","Kassow_107","53.8669388","12.0770154","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.1,"",9.3,"",11.1,"",15.6,"",6.1,"C",1.3,"",2.2,"",11.4,"D",7.5,"",0.8,621,180,4.1,75.1,1028,415836,2,"",""
"297-PGF-20230121-21",297,"2023-01-21T11:47:02.000Z","Kassow_107","53.8665719","12.0776702","6f10978b-3654-48fb-92fb-478b29e29c69",77,"",77,"C",0.1,"",8.2,"",10.3,"",15.1,"",6.1,"C",1.1,"",1.9,"",10.6,"D",8.4,"",0.9,512,144,4.1,75.6,1028,412111,2,"28",""
"297-PGF-20230121-22",297,"2023-01-21T11:50:03.000Z","Kassow_107","53.8667295","12.0777533","6f10978b-3654-48fb-92fb-478b29e29c69",64,"",64,"C",0.1,"",8.4,"",10.1,"",13.7,"",6.3,"C",1.1,"",1.8,"",10.9,"D",6.7,"",0.9,561,159,4,75.4,1028,416646,2,"",""
"297-PGF-20230121-23",297,"2023-01-21T11:52:49.000Z","Kassow_107","53.86699","12.0773726","6f10978b-3654-48fb-92fb-478b29e29c69",53,"",53,"C",0.1,"",6.6,"",13.2,"",18.7,"",6.8,"D",1,"",1.8,"",8.2,"C",9.7,"",1,505,137,4,76,1028,406051,3,"",""
"297-PGF-20230121-24",297,"2023-01-21T11:56:14.000Z","Kassow_107","53.8671969","12.077057","6f10978b-3654-48fb-92fb-478b29e29c69",57,"",57,"C",0.1,"",5.8,"",11.8,"",16.8,"",6.6,"D",1.1,"",1.8,"",9.1,"C",9.2,"",1.2,586,163,4,75.1,1028,395929,2,"",""
"297-PGF-20230121-25",297,"2023-01-21T11:59:53.000Z","Kassow_107","53.8673913","12.0767389","6f10978b-3654-48fb-92fb-478b29e29c69",68,"",68,"C",0.1,"",9.4,"",11.6,"",15.3,"",6.3,"C",1.1,"",1.9,"",9.8,"C",7.6,"",0.8,674,189,4,75.2,1028,400622,2,"",""
"297-PGF-20230121-26",297,"2023-01-21T12:02:51.000Z","Kassow_107","53.8675961","12.0763899","6f10978b-3654-48fb-92fb-478b29e29c69",40,"",40,"B",0.1,"",7.5,"",11.6,"",17.6,"",6.7,"D",1.2,"",2.1,"",9.5,"C",7.6,"",0.9,625,175,3.9,75.6,1028,397119,2,"",""
"297-PGF-20230121-27",297,"2023-01-21T12:06:35.000Z","Kassow_107","53.86781","12.0761","6f10978b-3654-48fb-92fb-478b29e29c69",52,"",52,"C",0.1,"",6.2,"",10.9,"",16,"",6.5,"D",1,"",1.8,"",10.5,"D",7.6,"",0.9,831,240,3.9,76,1028,394034,2,"",""
"297-PGF-20230121-28",297,"2023-01-21T12:10:54.000Z","Kassow_107","53.8680094","12.0757702","6f10978b-3654-48fb-92fb-478b29e29c69",47,"",43,"B",0.1,"",5.8,"",11.8,"",17.4,"",6.7,"D",1,"",1.8,"",7.5,"C",10.5,"",0.9,783,218,4,75.5,1028,410787,2,"",""
"297-PGF-20230121-29",297,"2023-01-21T12:15:33.000Z","Kassow_107","53.8681539","12.0759925","6f10978b-3654-48fb-92fb-478b29e29c69",60,"",60,"C",0.1,"",6.9,"",11.7,"",16.6,"",6.6,"D",1.2,"",2.1,"",10.1,"D",8.7,"",1,680,184,4.1,75.7,1028,408824,2,"",""
"297-PGF-20230121-30",297,"2023-01-21T12:20:11.000Z","Kassow_107","53.8681481","12.0762652","6f10978b-3654-48fb-92fb-478b29e29c69",54,"",54,"C",0.1,"",6.8,"",10.7,"",17.6,"",6.4,"D",1.2,"",2,"",9.6,"C",9.2,"",1,814,221,4.1,75.4,1028,406633,2,"",""
"297-PGF-20230121-31",297,"2023-01-21T12:25:47.000Z","Kassow_107","53.8679647","12.076311","6f10978b-3654-48fb-92fb-478b29e29c69",57,"",57,"C",0.1,"",5.8,"",11,"",18.3,"",6.6,"D",1.2,"",2.1,"",8.8,"C",9.3,"",1.1,688,177,4.2,74.7,1028,413873,2,"",""
"297-PGF-20230121-32",297,"2023-01-21T12:29:01.000Z","Kassow_107","53.8679563","12.0766632","6f10978b-3654-48fb-92fb-478b29e29c69",54,"",52,"C",0.1,"",7.3,"",11.1,"",15.5,"",6.6,"D",1.1,"",1.9,"",9.1,"C",8.1,"",1.2,805,216,4.2,74.3,1028,415666,2,"",""
"297-PGF-20230121-33",297,"2023-01-21T12:31:59.000Z","Kassow_107","53.8677136","12.0767007","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",7.5,"",11.9,"",17.1,"",6.4,"D",1.2,"",2.1,"",10,"C",8,"",1,943,262,4.3,74.3,1028,407486,2,"28",""
"297-PGF-20230121-34",297,"2023-01-21T12:35:54.000Z","Kassow_107","53.867676","12.0771256","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",8,"",12,"",16.7,"",6.4,"D",1.3,"",2.3,"",10.7,"D",8.2,"",0.9,1407,376,4.3,73.9,1028,414704,2,"",""
"297-PGF-20230121-35",297,"2023-01-21T12:38:21.000Z","Kassow_107","53.8673764","12.0771294","6f10978b-3654-48fb-92fb-478b29e29c69",57,"",57,"C",0.1,"",4.3,"",12,"",17.9,"",6.6,"C",1.1,"",1.9,"",8,"C",9.2,"",0.9,1433,376,4.3,73.2,1028,422034,3,"",""
"297-PGF-20230121-36",297,"2023-01-21T12:41:03.000Z","Kassow_107","53.8675104","12.0775507","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.1,"",5.3,"",10.9,"",17.4,"",6.3,"C",1.2,"",2.1,"",9.8,"C",8.3,"",1.1,1310,343,4.3,73.4,1027,423300,2,"28",""
"297-PGF-20230121-37",297,"2023-01-21T12:46:18.000Z","Kassow_107","53.8680476","12.0787511","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",6.5,"",12.3,"",16.6,"",6.5,"D",1.2,"",2,"",9.8,"C",9,"",1,833,216,4.2,73.7,1027,417767,2,"",""
"297-PGF-20230121-38",297,"2023-01-21T12:51:53.000Z","Kassow_107","53.8678415","12.0791162","6f10978b-3654-48fb-92fb-478b29e29c69",62,"",62,"C",0.1,"",7.6,"",11.8,"",17.9,"",6.8,"E",1.1,"",2,"",9.4,"C",8.5,"",0.8,720,185,4.3,72.4,1027,425286,2,"",""
"297-PGF-20230121-39",297,"2023-01-21T12:57:05.000Z","Kassow_107","53.8676041","12.079477","6f10978b-3654-48fb-92fb-478b29e29c69",62,"",62,"C",0.1,"",7.1,"",11.6,"",17.6,"",6.6,"D",1.1,"",1.9,"",9,"C",8.4,"",1.1,998,265,4.3,72.4,1028,426853,2,"",""
"297-PGF-20230121-40",297,"2023-01-21T13:00:14.000Z","Kassow_107","53.8673032","12.0799237","6f10978b-3654-48fb-92fb-478b29e29c69",60,"",60,"C",0.1,"",7.1,"",12,"",17.1,"",6.7,"D",1.1,"",1.8,"",8.8,"C",8.3,"",1.1,1123,288,4.3,72,1028,423209,2,"28",""
"297-PGF-20230121-41",297,"2023-01-21T13:10:58.000Z","Kassow_107","53.8671138","12.0803098","6f10978b-3654-48fb-92fb-478b29e29c69",65,"",65,"C",0.1,"",6,"",11.9,"",18.1,"",6.7,"D",1.2,"",2.1,"",8.5,"C",9.9,"",0.8,462,124,4.1,72,1028,422956,3,"",""
"297-PGF-20230121-42",297,"2023-01-21T13:13:25.000Z","Kassow_107","53.8670585","12.0803948","6f10978b-3654-48fb-92fb-478b29e29c69",58,"",58,"C",0.2,"",6.1,"",11.3,"",19.1,"",6.8,"D",1.2,"",2,"",7.5,"C",9.7,"",0.8,495,134,4.1,72.1,1028,427269,3,"28",""
"297-PGF-20230121-43",297,"2023-01-21T13:16:11.000Z","Kassow_107","53.866809","12.0808478","6f10978b-3654-48fb-92fb-478b29e29c69",52,"",52,"C",0.1,"",6.5,"",12.7,"",18.1,"",6.6,"C",1.1,"",1.9,"",7.9,"C",10.1,"",1,454,122,4.2,72,1028,423188,3,"",""
"297-PGF-20230121-44",297,"2023-01-21T13:20:36.000Z","Kassow_107","53.8671557","12.0814917","6f10978b-3654-48fb-92fb-478b29e29c69",56,"",56,"C",0.1,"",6.6,"",12.5,"",17.9,"",6.7,"D",1.2,"",2.1,"",8.5,"C",9,"",1.1,385,102,4.1,72.3,1028,430767,2,"",""
"297-PGF-20230121-45",297,"2023-01-21T13:24:48.000Z","Kassow_107","53.8673864","12.0810665","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",49,"C",0.2,"",6.5,"",12.6,"",18,"",6.7,"D",1.2,"",2,"",7.8,"C",10.1,"",1,431,118,4.1,72.5,1028,421452,3,"",""
"297-PGF-20230121-46",297,"2023-01-21T13:29:39.000Z","Kassow_107","53.8677524","12.0804424","6f10978b-3654-48fb-92fb-478b29e29c69",56,"",56,"C",0.1,"",6.4,"",10.9,"",16.9,"",6.6,"D",1,"",1.8,"",9,"C",8.4,"",0.9,308,83,3.9,73,1028,425299,2,"",""
"297-PGF-20230121-47",297,"2023-01-21T13:32:35.000Z","Kassow_107","53.8680698","12.0799343","6f10978b-3654-48fb-92fb-478b29e29c69",62,"",62,"C",0.1,"",4.9,"",11.4,"",18.6,"",6.6,"C",1.1,"",2,"",8.2,"C",10,"",0.9,333,91,4,72.7,1028,425219,3,"",""
"297-PGF-20230121-48",297,"2023-01-21T13:36:20.000Z","Kassow_107","53.8684093","12.0793402","6f10978b-3654-48fb-92fb-478b29e29c69",61,"",61,"C",0.1,"",5.1,"",11.5,"",17.8,"",6.6,"C",1.1,"",1.9,"",8.4,"C",9.4,"",0.9,317,87,4.1,72.4,1028,419624,3,"",""
"297-PGF-20230121-49",297,"2023-01-21T13:42:14.000Z","Kassow_107","53.8688573","12.0798102","6f10978b-3654-48fb-92fb-478b29e29c69",65,"",65,"C",0.1,"",7.2,"",10.7,"",16.9,"",6.5,"D",1.1,"",1.8,"",11.5,"D",9.1,"",0.7,439,118,4,72.8,1028,426171,2,"",""
"297-PGF-20230121-50",297,"2023-01-21T13:46:42.000Z","Kassow_107","53.8686709","12.0801337","6f10978b-3654-48fb-92fb-478b29e29c69",59,"",59,"C",0.1,"",6.6,"",10.9,"",16.4,"",6.6,"D",1.2,"",2,"",10.4,"D",6.9,"",0.8,367,96,4,73.1,1028,422478,2,"",""
"297-PGF-20230121-51",297,"2023-01-21T13:49:47.000Z","Kassow_107","53.8683055","12.0806799","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",6.1,"",12.2,"",18.1,"",6.7,"D",1.2,"",2,"",9.7,"C",9.1,"",0.8,429,112,4,72.1,1028,431831,2,"",""
"297-PGF-20230121-52",297,"2023-01-21T13:52:41.000Z","Kassow_107","53.8679875","12.0811328","6f10978b-3654-48fb-92fb-478b29e29c69",40,"",40,"B",0.1,"",4.9,"",13.2,"",19.4,"",6.8,"D",1.2,"",2,"",7.9,"C",10.4,"",0.9,412,107,4,72.7,1028,421880,3,"",""
"297-PGF-20230121-54",297,"2023-01-21T14:00:04.000Z","Kassow_107","53.8674306","12.0820361","6f10978b-3654-48fb-92fb-478b29e29c69",53,"",53,"C",0.1,"",7.8,"",10.8,"",15.7,"",6.4,"D",1.1,"",2,"",10.4,"D",8.6,"",0.8,383,97,3.8,72.6,1028,428995,2,"",""
"297-PGF-20230121-55",297,"2023-01-21T14:04:27.000Z","Kassow_107","53.8678249","12.0824903","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",7.2,"",11.5,"",16.8,"",6.3,"C",1.1,"",1.9,"",10.4,"D",8.7,"",0.9,254,64,3.9,72.9,1028,424755,2,"",""
"297-PGF-20230121-56",297,"2023-01-21T14:08:01.000Z","Kassow_107","53.868083","12.082122","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.1,"",6.9,"",12.3,"",16.7,"",6.2,"C",1.2,"",2,"",11.8,"D",8.3,"",0.9,252,62,3.9,73.2,1028,415583,2,"",""
"297-PGF-20230121-57",297,"2023-01-21T14:11:09.000Z","Kassow_107","53.8684034","12.0816772","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",7.3,"",11.7,"",17,"",6.5,"D",1.1,"",2,"",8.5,"C",8.4,"",1,263,66,3.8,73.4,1028,425135,2,"",""
"297-PGF-20230121-58",297,"2023-01-21T14:14:24.000Z","Kassow_107","53.8687376","12.0811269","6f10978b-3654-48fb-92fb-478b29e29c69",66,"",66,"C",0.1,"",9.7,"",11.8,"",17.8,"",6.2,"C",1.3,"",2.3,"",10.2,"D",10,"",1.1,222,54,3.7,74.2,1028,425020,2,"",""
"297-PGF-20230121-59",297,"2023-01-21T14:20:19.000Z","Kassow_107","53.8689733","12.0806768","6f10978b-3654-48fb-92fb-478b29e29c69",63,"",63,"C",0.1,"",6,"",10.8,"",17.2,"",6.6,"D",1.2,"",2.1,"",9.3,"C",8.9,"",0.9,195,47,3.7,73.7,1028,428705,2,"",""
"297-PGF-20230121-60",297,"2023-01-21T14:24:43.000Z","Kassow_107","53.8692886","12.0805313","6f10978b-3654-48fb-92fb-478b29e29c69",56,"",56,"C",0.1,"",7.6,"",12.3,"",18.2,"",6.7,"D",1.1,"",1.9,"",7.3,"C",9.3,"",1.4,201,49,3.7,73.8,1028,414320,3,"",""
"297-PGF-20230121-61",297,"2023-01-21T14:30:01.000Z","Kassow_107","53.8690062","12.0809894","6f10978b-3654-48fb-92fb-478b29e29c69",64,"",64,"C",0.1,"",6.8,"",11.5,"",16.4,"",6.5,"D",1.2,"",2.1,"",10.4,"D",9.2,"",1.2,150,36,3.6,73.9,1028,426689,2,"",""
"297-PGF-20230121-62",297,"2023-01-21T14:33:19.000Z","Kassow_107","53.8687279","12.0814423","6f10978b-3654-48fb-92fb-478b29e29c69",54,"",54,"C",0.1,"",6,"",11,"",17.7,"",6.6,"D",1.2,"",2,"",8.7,"C",9.8,"",1.1,121,29,3.6,74,1028,423958,2,"",""
"297-PGF-20230121-63",297,"2023-01-21T14:36:42.000Z","Kassow_107","53.8686346","12.0817423","6f10978b-3654-48fb-92fb-478b29e29c69",58,"",58,"C",0.1,"",6.9,"",11,"",15.8,"",6.5,"D",1.1,"",1.9,"",8.6,"C",9.1,"",1.2,95,22,3.7,73.8,1028,418139,2,"",""
"297-PGF-20230121-64",297,"2023-01-21T14:42:31.000Z","Kassow_107","53.8683961","12.0819561","6f10978b-3654-48fb-92fb-478b29e29c69",65,"",65,"C",0.1,"",10.2,"",11.1,"",17.2,"",6.3,"D",1.2,"",2.2,"",10.3,"D",9.3,"",1.1,49,11,3.7,73.7,1028,409715,2,"",""
