"group_id","device_id","timestamp","paddockNames","lat","long","model_ref","Nmin [kg/ha]","Nmin - Nutrient class","NO3-N [kg/ha]","NO3-N - Nutrient class","N total [%]","N total - Nutrient class","P [mg/100g]","P - Nutrient class","K (beta) [mg/100g]","K (beta) - Nutrient class","Moisture [%]","Moisture - Nutrient class","pH ","pH - Nutrient class","SOC [%]","SOC - Nutrient class","SOM [%]","SOM - Nutrient class","C/N Ratio ","C/N Ratio - Nutrient class","Mg [mg/100g]","Mg - Nutrient class","Soil Temperature [°C]","Light (infrared) [lux]","Light (visible) [lux]","Air Temperature [°C]","Humidity [%]","Air Pressure [hPa]","Volatile organic compounds [ohm]","Soil texture class ","issue_classes","labels"
"297-PGF-20230303-69-xrgn",297,"2023-03-03T15:13:34.000Z","Kassow_107","53.8692931","12.0866173","6f10978b-3654-48fb-92fb-478b29e29c69",36,"",36,"B",0.1,"",11.4,"",13.5,"",20.5,"",7.2,"D",1.3,"",2.3,"",10.8,"D",12.5,"",2.8,296,79,4.5,76.5,1018,561954,4,"",""
"297-PGF-20230303-70-apbd",297,"2023-03-03T15:17:08.000Z","Kassow_107","53.8690376","12.0870901","6f10978b-3654-48fb-92fb-478b29e29c69",32,"",32,"B",0.1,"",7.1,"",14,"",20.4,"",7,"D",1.3,"",2.3,"",10.3,"D",11.4,"",3,316,83,4.6,77.3,1018,559376,4,"",""
"297-PGF-20230303-71-tvyc",297,"2023-03-03T15:21:17.000Z","Kassow_107","53.8687836","12.087604","6f10978b-3654-48fb-92fb-478b29e29c69",94,"",94,"D",0.1,"",5.6,"",11.2,"",14.7,"",6.5,"D",1.2,"",2.1,"",11.7,"D",7.2,"",3,298,77,4.6,77.1,1018,560541,2,"",""
"297-PGF-20230303-72-oltc",297,"2023-03-03T15:25:26.000Z","Kassow_107","53.8684978","12.0881337","6f10978b-3654-48fb-92fb-478b29e29c69",82,"",82,"C",0.1,"",5.1,"",10.5,"",16.5,"",6.3,"D",1.4,"",2.4,"",10.3,"D",8.6,"",3.1,277,72,4.6,77.3,1018,564083,2,"",""
"297-PGF-20230303-73-hnkl",297,"2023-03-03T15:28:29.000Z","Kassow_107","53.8683109","12.0887707","6f10978b-3654-48fb-92fb-478b29e29c69",53,"",53,"C",0.2,"",6.8,"",13.9,"",20.2,"",6.9,"D",1.6,"",2.7,"",8.2,"C",11.3,"",3,277,72,4.7,77.1,1018,568876,3,"",""
"297-PGF-20230303-74-nikm",297,"2023-03-03T15:32:29.000Z","Kassow_107","53.8679643","12.0889571","6f10978b-3654-48fb-92fb-478b29e29c69",36,"",36,"B",0.2,"",7.6,"",12.5,"",20.4,"",7.1,"D",1.5,"",2.6,"",9.2,"C",11.9,"",3.1,275,71,4.6,76.7,1018,556821,4,"",""
"297-PGF-20230303-75-xffz",297,"2023-03-03T15:35:53.000Z","Kassow_107","53.8681789","12.0883267","6f10978b-3654-48fb-92fb-478b29e29c69",61,"",61,"C",0.2,"",7.3,"",11.7,"",18.6,"",6.7,"D",1.7,"",2.9,"",9.8,"C",9.7,"",3,212,54,4.6,77.1,1018,550373,3,"",""
"297-PGF-20230303-76-pwga",297,"2023-03-03T15:39:50.000Z","Kassow_107","53.8684507","12.0878399","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.2,"",5.9,"",13.2,"",18,"",6.6,"D",1.5,"",2.7,"",10.2,"D",10.4,"",2.9,188,50,4.6,76.4,1018,570398,2,"",""
"297-PGF-20230303-77-tfwn",297,"2023-03-03T15:43:28.000Z","Kassow_107","53.8687395","12.0873281","6f10978b-3654-48fb-92fb-478b29e29c69",87,"",87,"D",0.1,"",9,"",11.9,"",16.9,"",6.4,"D",1.2,"",2.1,"",8.6,"C",10,"",3.1,167,45,4.6,77,1018,574672,2,"",""
"297-PGF-20230303-78-yicg",297,"2023-03-03T15:46:37.000Z","Kassow_107","53.86903","12.0868538","6f10978b-3654-48fb-92fb-478b29e29c69",37,"",37,"B",0.1,"",9.2,"",13.3,"",19.6,"",7.1,"D",1.1,"",1.9,"",8.9,"C",10.4,"",3,172,46,4.5,76.7,1017,569220,4,"",""
"297-PGF-20230303-79-dwyp",297,"2023-03-03T15:50:05.000Z","Kassow_107","53.8693009","12.0863829","6f10978b-3654-48fb-92fb-478b29e29c69",34,"",34,"B",0.1,"",10.6,"",12.9,"",20.1,"",7.2,"D",1.1,"",1.9,"",8.7,"C",10.3,"",2.9,158,42,4.5,76.5,1017,578398,4,"",""
"297-PGF-20230303-80-ubwm",297,"2023-03-03T15:58:01.000Z","Kassow_107","53.8695967","12.0858804","6f10978b-3654-48fb-92fb-478b29e29c69",38,"",38,"B",0.1,"",8.7,"",13.8,"",19.3,"",7.1,"D",1.2,"",2.1,"",9.1,"C",11.3,"",2.8,158,42,4.5,75.9,1017,579531,4,"",""
"297-PGF-20230303-81-rnsw",297,"2023-03-03T16:01:23.000Z","Kassow_107","53.8699057","12.0853633","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.1,"",6.6,"",10.5,"",14.8,"",6.3,"D",1.3,"",2.2,"",10.7,"D",7.7,"",2.7,139,37,4.5,75.7,1017,583902,2,"",""
"297-PGF-20230303-82-oyjs",297,"2023-03-03T16:08:18.000Z","Kassow_107","53.8701777","12.0848654","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.2,"",7.5,"",12.5,"",17.8,"",6.6,"D",1.5,"",2.6,"",9.9,"C",8.7,"",2.9,130,33,4.4,76,1018,574280,2,"",""
"297-PGF-20230303-83-pett",297,"2023-03-03T16:11:40.000Z","Kassow_107","53.8703999","12.0842353","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",6.8,"",10.3,"",16.9,"",6.3,"C",1.6,"",2.8,"",12,"D",7.6,"",2.9,135,34,4.5,75.9,1018,575354,2,"",""
"297-PGF-20230303-84-eahf",297,"2023-03-03T16:14:54.000Z","Kassow_107","53.8706215","12.0836656","6f10978b-3654-48fb-92fb-478b29e29c69",82,"",82,"C",0.1,"",6.4,"",10.4,"",16.5,"",6.4,"D",1.5,"",2.6,"",11.9,"D",7.3,"",2.9,139,34,4.5,75.4,1018,584085,2,"",""
"297-PGF-20230303-85-omhr",297,"2023-03-03T16:21:06.000Z","Kassow_107","53.8709082","12.0830643","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.1,"",6.2,"",11.3,"",17.7,"",6.6,"D",1.4,"",2.5,"",10.9,"D",9,"",2.9,108,26,4.6,75.6,1017,571305,2,"",""
"297-PGF-20230303-86-fyax",297,"2023-03-03T16:28:14.000Z","Kassow_107","53.869234","12.0806479","6f10978b-3654-48fb-92fb-478b29e29c69",74,"",74,"C",0.1,"",6.2,"",12.6,"",17.1,"",6.6,"D",1.4,"",2.3,"",10.7,"D",9.1,"",3,99,22,4.5,76.1,1017,567428,2,"",""
"297-PGF-20230303-87-tvww",297,"2023-03-03T16:31:30.000Z","Kassow_107","53.8689958","12.0809717","6f10978b-3654-48fb-92fb-478b29e29c69",91,"",91,"D",0.1,"",5,"",11.1,"",16.7,"",6.4,"D",1.6,"",2.7,"",12.4,"D",8.4,"",3,84,19,4.5,75.4,1017,581756,2,"",""
"297-PGF-20230303-88-hlxy",297,"2023-03-03T16:35:46.000Z","Kassow_107","53.8687289","12.0815665","6f10978b-3654-48fb-92fb-478b29e29c69",80,"",80,"C",0.1,"",6.2,"",11.9,"",17,"",6.6,"D",1.4,"",2.4,"",10.1,"D",8.3,"",3,59,13,4.6,75.8,1017,561237,2,"",""
"297-PGF-20230303-89-knfy",297,"2023-03-03T16:39:54.000Z","Kassow_107","53.8683476","12.0823974","6f10978b-3654-48fb-92fb-478b29e29c69",71,"",71,"C",0.1,"",4.2,"",11.8,"",16.9,"",6.5,"D",1.2,"",2,"",8.7,"C",9.3,"",2.9,52,12,4.6,75.7,1017,559787,2,"",""
"297-PGF-20230303-90-uqth",297,"2023-03-03T16:43:52.000Z","Kassow_107","53.8679097","12.0823653","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.1,"",6.2,"",10.6,"",16.7,"",6.3,"D",1.3,"",2.2,"",10.2,"D",8.6,"",2.8,40,9,4.6,75.6,1017,547327,2,"",""
"297-PGF-20230303-91-zfpg",297,"2023-03-03T16:47:27.000Z","Kassow_107","53.8683335","12.0814171","6f10978b-3654-48fb-92fb-478b29e29c69",89,"",89,"D",0.1,"",8.8,"",14.1,"",17.7,"",6.6,"D",1.4,"",2.4,"",9.8,"C",8.8,"",2.9,24,5,4.6,75.4,1017,549762,2,"",""
"297-PGF-20230303-92-razg",297,"2023-03-03T16:50:49.000Z","Kassow_107","53.8686714","12.0808598","6f10978b-3654-48fb-92fb-478b29e29c69",87,"",87,"D",0.2,"",7.8,"",13.9,"",18.4,"",6.6,"D",1.4,"",2.4,"",9.2,"C",8.3,"",2.8,21,5,4.7,75.4,1017,544598,2,"",""
"297-PGF-20230303-93-irzm",297,"2023-03-03T16:55:25.000Z","Kassow_107","53.8690033","12.0801158","6f10978b-3654-48fb-92fb-478b29e29c69",84,"",84,"C",0.1,"",5.4,"",10.8,"",17,"",6.5,"D",1.3,"",2.2,"",9.9,"C",8.3,"",2.8,19,4,4.6,75.5,1017,550818,2,"",""
"297-PGF-20230303-94-dotq",297,"2023-03-03T16:58:21.000Z","Kassow_107","53.8687297","12.0798194","6f10978b-3654-48fb-92fb-478b29e29c69",74,"",74,"C",0.1,"",6.9,"",10.6,"",16.1,"",6.5,"D",1.2,"",2.1,"",10.5,"D",7.7,"",2.8,26,4,4.5,76,1017,562771,2,"",""
"297-PGF-20230303-95-fkns",297,"2023-03-03T17:01:23.000Z","Kassow_107","53.8683522","12.0802799","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",4.5,"",11.4,"",17.6,"",6.5,"D",1.2,"",2,"",9.6,"C",8.8,"",2.8,26,3,4.6,76.1,1017,568868,2,"",""
"297-PGF-20230303-96-qaks",297,"2023-03-03T17:04:58.000Z","Kassow_107","53.8680117","12.0808457","6f10978b-3654-48fb-92fb-478b29e29c69",80,"",80,"C",0.1,"",4.9,"",11.5,"",17.3,"",6.6,"D",1.2,"",2.1,"",9.2,"C",10,"",2.8,23,2,4.4,76.7,1017,567133,2,"",""
"297-PGF-20230303-97-yjtp",297,"2023-03-03T17:08:06.000Z","Kassow_107","53.8676713","12.0814202","6f10978b-3654-48fb-92fb-478b29e29c69",63,"",63,"C",0.2,"",6.1,"",12.2,"",17.9,"",6.7,"E",1.2,"",2.2,"",8.3,"C",9.4,"",2.8,16,1,4.3,76.9,1017,568738,2,"",""
"297-PGF-20230413-65-nbvd",297,"2023-04-15T09:40:12.000Z","Kassow_107","53.8708226","12.082159","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.2,"",8.7,"",11.5,"",16.4,"",6.9,"C",1.5,"",2.5,"",7.9,"C",11.8,"",11,2465,721,13.4,66.5,1007,571172,4,"28",""
"297-PGF-20230415-2-dxyk",297,"2023-04-15T09:55:31.000Z","Kassow_107","53.867716","12.0747853","6f10978b-3654-48fb-92fb-478b29e29c69",42,"",24,"B",0.1,"",10.5,"",12.1,"",16.8,"",6.7,"D",1.5,"",2.6,"",10.3,"D",8.8,"",10.5,1612,425,13.8,66,1007,700756,2,"",""
"297-PGF-20230415-3-ltry",297,"2023-04-15T09:58:25.000Z","Kassow_107","53.8675609","12.0751975","6f10978b-3654-48fb-92fb-478b29e29c69",44,"",30,"B",0.1,"",14.2,"",12.6,"",16.5,"",7.2,"E",1.4,"",2.4,"",10,"D",10.4,"",9.9,2040,526,13.7,66,1007,722968,3,"28",""
"297-PGF-20230415-4-vuun",297,"2023-04-15T10:01:40.000Z","Kassow_107","53.867239","12.0756205","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",26,"B",0.1,"",5.8,"",10.6,"",17.5,"",6.6,"D",1.3,"",2.2,"",9.9,"C",9.8,"",9.7,1552,416,13.7,67.1,1008,730821,2,"",""
"297-PGF-20230415-5-ront",297,"2023-04-15T10:04:56.000Z","Kassow_107","53.8669675","12.0762948","6f10978b-3654-48fb-92fb-478b29e29c69",33,"",0,"A",0.1,"",8.6,"",13.9,"",18.6,"",7,"D",1.4,"",2.4,"",12.5,"D",11.1,"",9.6,1652,450,13.5,65.4,1007,751210,4,"",""
"297-PGF-20230415-6-xsoi",297,"2023-04-15T10:08:02.000Z","Kassow_107","53.8666462","12.076497","6f10978b-3654-48fb-92fb-478b29e29c69",34,"",0,"A",0.1,"",9,"",13.5,"",19.8,"",7.1,"D",1.4,"",2.5,"",12.4,"D",12.3,"",9.8,1680,468,13.4,65.5,1007,758587,4,"",""
"297-PGF-20230415-7-lrdl",297,"2023-04-15T10:11:31.000Z","Kassow_107","53.8663621","12.0770333","6f10978b-3654-48fb-92fb-478b29e29c69",32,"",21,"B",0.1,"",5.5,"",11.1,"",17,"",6.7,"D",1.4,"",2.5,"",10.3,"D",9.3,"",9.5,1579,428,13.4,66.2,1007,771526,2,"",""
"297-PGF-20230415-8-gelv",297,"2023-04-15T10:15:09.000Z","Kassow_107","53.8663953","12.0774697","6f10978b-3654-48fb-92fb-478b29e29c69",38,"",28,"B",0.2,"",7.8,"",11.6,"",18,"",6.9,"E",1.4,"",2.5,"",9,"C",10,"",9.6,1654,449,13.5,66.2,1007,761646,2,"",""
"297-PGF-20230415-10-tgnb",297,"2023-04-15T10:24:43.000Z","Kassow_107","53.8670247","12.0768057","6f10978b-3654-48fb-92fb-478b29e29c69",35,"",35,"B",0.1,"",8.1,"",9.7,"",16.9,"",6.5,"D",1.4,"",2.4,"",11,"D",8.3,"",9.6,1549,399,13.4,65.1,1008,770280,2,"",""
"297-PGF-20230415-9-jsyy",297,"2023-04-15T10:18:40.000Z","Kassow_107","53.8667124","12.0773768","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",49,"C",0.1,"",6.5,"",11,"",16.3,"",6.5,"D",1.6,"",2.8,"",10.8,"D",9.6,"",10,1786,478,13.3,65.8,1007,790513,2,"",""
"297-PGF-20230415-11-rckx",297,"2023-04-15T10:28:44.000Z","Kassow_107","53.8672495","12.0764256","6f10978b-3654-48fb-92fb-478b29e29c69",36,"",36,"B",0.1,"",7.7,"",10.6,"",16.8,"",6.4,"D",1.5,"",2.5,"",11.1,"D",10.3,"",9.7,1505,394,13.5,64.9,1008,766651,2,"",""
"297-PGF-20230415-12-kfmh",297,"2023-04-15T10:33:30.000Z","Kassow_107","53.8676582","12.0757135","6f10978b-3654-48fb-92fb-478b29e29c69",54,"",54,"C",0.2,"",11.2,"",12,"",17.9,"",6.7,"E",1.4,"",2.5,"",7.9,"C",10.8,"",9.8,1805,491,13.3,65.3,1008,793804,2,"28",""
"297-PGF-20230415-13-zypc",297,"2023-04-15T10:36:41.000Z","Kassow_107","53.8678646","12.0752932","6f10978b-3654-48fb-92fb-478b29e29c69",26,"",5,"B",0.1,"",10,"",12.8,"",19.2,"",7.1,"D",1.3,"",2.2,"",9.2,"C",9.5,"",9.8,1940,537,13.4,64.3,1008,804575,3,"",""
"297-PGF-20230415-14-wscy",297,"2023-04-15T10:39:54.000Z","Kassow_107","53.8680665","12.0757899","6f10978b-3654-48fb-92fb-478b29e29c69",30,"",24,"B",0.1,"",7.8,"",11.6,"",16.9,"",6.8,"E",1.3,"",2.2,"",10.8,"D",8.7,"",9.8,1892,555,13.2,64,1008,808161,2,"",""
"297-PGF-20230415-15-vtur",297,"2023-04-15T10:43:14.000Z","Kassow_107","53.8678383","12.0762327","6f10978b-3654-48fb-92fb-478b29e29c69",32,"",25,"B",0.1,"",6.6,"",11.3,"",18.3,"",6.7,"E",1.5,"",2.6,"",10.2,"D",8.5,"",10,3667,1015,13.8,63.2,1008,821921,2,"",""
"297-PGF-20230415-16-irbo",297,"2023-04-15T10:46:40.000Z","Kassow_107","53.8675601","12.0767151","6f10978b-3654-48fb-92fb-478b29e29c69",33,"",22,"B",0.1,"",7.8,"",11.1,"",17.1,"",6.6,"D",1.4,"",2.5,"",11.2,"D",8.6,"",10.3,2448,653,14.3,62.6,1008,834792,2,"",""
"297-PGF-20230415-17-dppu",297,"2023-04-15T10:50:19.000Z","Kassow_107","53.8672206","12.0771886","6f10978b-3654-48fb-92fb-478b29e29c69",26,"",0,"A",0.1,"",7.2,"",12.2,"",18.4,"",7,"E",1.3,"",2.2,"",8.8,"C",10.3,"",10.1,2703,756,14.3,62,1008,840761,2,"",""
"297-PGF-20230415-18-tpwa",297,"2023-04-15T10:54:35.000Z","Kassow_107","53.866887","12.0777605","6f10978b-3654-48fb-92fb-478b29e29c69",25,"",14,"B",0.1,"",8.5,"",12.1,"",18.2,"",6.9,"D",1.3,"",2.3,"",10.3,"D",8.8,"",9.8,1807,482,13.7,64,1007,839938,3,"",""
"297-PGF-20230415-19-zlaj",297,"2023-04-15T10:57:28.000Z","Kassow_107","53.8670653","12.0780708","6f10978b-3654-48fb-92fb-478b29e29c69",36,"",17,"B",0.1,"",7,"",12.7,"",18.9,"",7.1,"D",1.4,"",2.4,"",9.8,"C",9.8,"",9.8,2033,562,13.9,63.7,1007,808691,3,"25",""
"297-PGF-20230415-20-ynhm",297,"2023-04-15T11:01:36.000Z","Kassow_107","53.8673624","12.0776458","6f10978b-3654-48fb-92fb-478b29e29c69",28,"",0,"A",0.2,"",7,"",12.4,"",18,"",7,"D",1.4,"",2.4,"",9.2,"C",9.5,"",9.6,2157,593,14,62.4,1007,801775,3,"",""
"297-PGF-20230415-21-ryix",297,"2023-04-15T11:05:37.000Z","Kassow_107","53.8677612","12.0770954","6f10978b-3654-48fb-92fb-478b29e29c69",38,"",38,"B",0.1,"",8.5,"",10.7,"",15.4,"",6.5,"D",1.3,"",2.3,"",10.7,"D",8.1,"",9.9,3318,928,14.1,63.5,1008,781378,2,"",""
"297-PGF-20230415-22-ixcn",297,"2023-04-15T11:08:56.000Z","Kassow_107","53.8682353","12.076461","6f10978b-3654-48fb-92fb-478b29e29c69",27,"",23,"B",0.1,"",6.8,"",11.3,"",18,"",6.6,"D",1.4,"",2.4,"",9.5,"C",9.5,"",10.3,2304,629,14.4,63,1008,807460,2,"",""
"297-PGF-20230415-23-tnma",297,"2023-04-15T11:21:53.000Z","Kassow_107","53.86788","12.0786591","6f10978b-3654-48fb-92fb-478b29e29c69",35,"",28,"B",0.1,"",8,"",11.8,"",17.2,"",6.7,"D",1.4,"",2.4,"",10.3,"D",8.6,"",11,2115,579,14.5,62.5,1008,828226,2,"",""
"297-PGF-20230415-24-iqpq",297,"2023-04-15T11:25:24.000Z","Kassow_107","53.8674914","12.0795416","6f10978b-3654-48fb-92fb-478b29e29c69",33,"",25,"B",0.1,"",7.2,"",10.9,"",17.5,"",6.8,"E",1.3,"",2.2,"",9.4,"C",8.6,"",10.3,2237,604,14.6,61.7,1008,824148,2,"",""
"297-PGF-20230415-25-jgiz",297,"2023-04-15T11:28:28.000Z","Kassow_107","53.867217","12.0802266","6f10978b-3654-48fb-92fb-478b29e29c69",37,"",25,"B",0.1,"",6.5,"",10.7,"",17.5,"",6.7,"E",1.4,"",2.4,"",9.7,"C",8.2,"",10.2,2235,623,14.5,62.4,1008,828991,2,"25",""
"297-PGF-20230415-26-bvrz",297,"2023-04-15T11:32:19.000Z","Kassow_107","53.8667573","12.08117","6f10978b-3654-48fb-92fb-478b29e29c69",27,"",17,"B",0.1,"",6.8,"",12.7,"",17.8,"",7,"E",1.4,"",2.4,"",9.8,"C",8.8,"",10.4,1535,406,14.3,62.2,1008,823277,2,"",""
"297-PGF-20230415-27-hyop",297,"2023-04-15T11:35:28.000Z","Kassow_107","53.8668783","12.0816435","6f10978b-3654-48fb-92fb-478b29e29c69",33,"",7,"B",0.1,"",8,"",11.5,"",18.1,"",6.9,"E",1.4,"",2.4,"",9.4,"C",8.4,"",10.3,2134,601,14.3,63,1008,797470,2,"",""
"297-PGF-20230415-28-ners",297,"2023-04-15T11:38:57.000Z","Kassow_107","53.8671852","12.0811122","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",22,"B",0.1,"",7.9,"",11.3,"",17.3,"",6.8,"E",1.4,"",2.4,"",11.2,"D",8.6,"",10.1,1698,470,14.2,63,1008,816105,2,"",""
"297-PGF-20230415-29-plts",297,"2023-04-15T11:42:53.000Z","Kassow_107","53.8677493","12.0802708","6f10978b-3654-48fb-92fb-478b29e29c69",24,"",24,"B",0.1,"",8.2,"",10.3,"",16.8,"",6.6,"D",1.4,"",2.4,"",11.1,"D",8.9,"",10.5,1359,348,13.9,61.7,1008,826062,2,"",""
"297-PGF-20230415-30-hkab",297,"2023-04-15T11:46:47.000Z","Kassow_107","53.8681677","12.0792585","6f10978b-3654-48fb-92fb-478b29e29c69",35,"",35,"B",0.1,"",7.6,"",10.3,"",15.9,"",6.6,"D",1.3,"",2.2,"",11.1,"D",8.8,"",10.4,1639,442,13.9,62.1,1008,846352,2,"",""
"297-PGF-20230415-31-gykn",297,"2023-04-15T11:50:36.000Z","Kassow_107","53.8683663","12.0797842","6f10978b-3654-48fb-92fb-478b29e29c69",27,"",26,"B",0.1,"",5.5,"",10.3,"",17.2,"",6.6,"D",1.3,"",2.2,"",9.3,"C",9.4,"",10.2,1586,420,13.8,62.8,1008,807494,2,"",""
"297-PGF-20230415-32-vsdj",297,"2023-04-15T11:53:56.000Z","Kassow_107","53.8681078","12.0804656","6f10978b-3654-48fb-92fb-478b29e29c69",32,"",31,"B",0.1,"",7.5,"",10.3,"",16.2,"",6.6,"D",1.2,"",2.1,"",11,"D",7.9,"",10.2,1669,444,14,63.3,1008,821220,2,"",""
"297-PGF-20230415-33-ojuk",297,"2023-04-15T11:57:08.000Z","Kassow_107","53.8677619","12.0811506","6f10978b-3654-48fb-92fb-478b29e29c69",28,"",21,"B",0.1,"",6.4,"",13,"",18.8,"",6.8,"E",1.5,"",2.6,"",10.7,"D",11.6,"",10.1,1863,503,14,61.9,1008,842785,2,"",""
"297-PGF-20230415-34-ybzj",297,"2023-04-15T12:00:28.000Z","Kassow_107","53.867393","12.0818754","6f10978b-3654-48fb-92fb-478b29e29c69",28,"",14,"B",0.1,"",7.1,"",11.7,"",17.8,"",6.7,"E",1.3,"",2.3,"",10.4,"D",9,"",10,1799,473,14,61.9,1008,861974,2,"",""
"297-PGF-20230415-35-hbbo",297,"2023-04-15T12:04:11.000Z","Kassow_107","53.8680172","12.0817647","6f10978b-3654-48fb-92fb-478b29e29c69",36,"",35,"B",0.1,"",8.2,"",12.3,"",16.4,"",6.6,"D",1.4,"",2.4,"",11.5,"D",8.8,"",10.3,2054,552,13.9,61.9,1008,832559,2,"",""
"297-PGF-20230415-36-wvji",297,"2023-04-15T12:07:24.000Z","Kassow_107","53.8681644","12.0824964","6f10978b-3654-48fb-92fb-478b29e29c69",33,"",26,"B",0.1,"",6,"",12.3,"",17.3,"",6.6,"D",1.4,"",2.4,"",10.3,"D",9.3,"",10.2,2167,605,14.1,61.6,1008,826326,2,"",""
"297-PGF-20230415-37-fyty",297,"2023-04-15T12:10:51.000Z","Kassow_107","53.8686304","12.0816279","6f10978b-3654-48fb-92fb-478b29e29c69",34,"",30,"B",0.1,"",6.5,"",11.1,"",15.9,"",6.6,"D",1.5,"",2.5,"",11.9,"D",8.3,"",10.3,2330,630,14.3,60.4,1008,853950,2,"",""
"297-PGF-20230415-38-pxus",297,"2023-04-15T12:14:16.000Z","Kassow_107","53.8685129","12.0808563","6f10978b-3654-48fb-92fb-478b29e29c69",38,"",38,"B",0.1,"",4.9,"",11,"",17.4,"",6.5,"D",1.4,"",2.3,"",9.2,"C",10.6,"",10.4,2721,773,14.3,60.8,1008,874157,2,"",""
"297-PGF-20230415-39-ijur",297,"2023-04-15T12:17:28.000Z","Kassow_107","53.8688015","12.0802933","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",29,"B",0.1,"",5.2,"",10.8,"",17.5,"",6.6,"D",1.4,"",2.4,"",9.8,"C",8.6,"",10.4,5023,1410,14.5,61.1,1008,848574,2,"",""
"297-PGF-20230415-40-qhlj",297,"2023-04-15T12:21:14.000Z","Kassow_107","53.8690897","12.0807676","6f10978b-3654-48fb-92fb-478b29e29c69",55,"",55,"C",0.1,"",7.9,"",11.7,"",16.9,"",6.8,"E",1.4,"",2.4,"",9.2,"C",9.5,"",10.2,2163,588,14.4,61.4,1008,827724,2,"28",""
"297-PGF-20230415-41-jzvt",297,"2023-04-15T13:02:59.000Z","Kassow_107","53.8704297","12.0833384","6f10978b-3654-48fb-92fb-478b29e29c69",34,"",0,"A",0.1,"",9.4,"",13,"",18.5,"",7.2,"D",1.4,"",2.5,"",12.5,"D",9.8,"",11.8,1486,387,14.6,61.7,1009,819337,4,"",""
"297-PGF-20230415-42-tzhn",297,"2023-04-15T13:05:59.000Z","Kassow_107","53.8701638","12.0839354","6f10978b-3654-48fb-92fb-478b29e29c69",38,"",21,"B",0.1,"",13.8,"",11.4,"",17.2,"",7,"E",1.5,"",2.6,"",16.2,"E",11,"",10.6,1297,344,14.4,62,1009,831429,2,"",""
"297-PGF-20230415-43-xkxh",297,"2023-04-15T13:09:02.000Z","Kassow_107","53.8698378","12.0845726","6f10978b-3654-48fb-92fb-478b29e29c69",38,"",38,"B",0.1,"",8.5,"",11.5,"",14.6,"",6.5,"D",1.4,"",2.5,"",12.3,"D",7.6,"",10.9,1265,340,14.5,63.3,1009,811169,2,"",""
"297-PGF-20230415-46-cvuh",297,"2023-04-15T13:19:13.000Z","Kassow_107","53.8687394","12.0869814","6f10978b-3654-48fb-92fb-478b29e29c69",22,"",0,"A",0.1,"",8.5,"",14.3,"",18.4,"",7,"D",1.3,"",2.2,"",11,"D",11.6,"",11.3,1688,471,14.4,64.7,1009,792060,4,"",""
"297-PGF-20230415-45-udcs",297,"2023-04-15T13:15:36.000Z","Kassow_107","53.8691842","12.0861171","6f10978b-3654-48fb-92fb-478b29e29c69",60,"",0,"A",0.1,"",10.9,"",13,"",18.3,"",7,"D",1.3,"",2.3,"",15.5,"E",11.9,"",11.2,1702,475,14.4,64.6,1008,785324,4,"",""
"297-PGF-20230415-47-cbzm",297,"2023-04-15T13:22:54.000Z","Kassow_107","53.868313","12.0879152","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",11,"B",0.1,"",6.6,"",10.5,"",17.5,"",6.7,"E",1.6,"",2.8,"",11.8,"D",9.6,"",11.7,1566,442,14.6,67.1,1009,750764,2,"",""
"297-PGF-20230415-48-kpqq",297,"2023-04-15T13:25:54.000Z","Kassow_107","53.8680168","12.0886273","6f10978b-3654-48fb-92fb-478b29e29c69",38,"",7,"B",0.1,"",7.7,"",12.6,"",18,"",7.2,"D",1.6,"",2.8,"",14.8,"D",11.7,"",11.5,964,252,14.4,66.1,1009,757979,4,"",""
"297-PGF-20230415-49-xwhd",297,"2023-04-15T13:28:40.000Z","Kassow_107","53.8681168","12.0890347","6f10978b-3654-48fb-92fb-478b29e29c69",30,"",2,"A",0.1,"",7.4,"",13,"",19.8,"",7.1,"C",1.6,"",2.7,"",12.1,"D",12.8,"",11.3,961,256,14.1,66.8,1009,757676,5,"",""
"297-PGF-20230415-50-rthj",297,"2023-04-15T13:33:00.000Z","Kassow_107","53.8684189","12.0884485","6f10978b-3654-48fb-92fb-478b29e29c69",31,"",27,"B",0.1,"",7.3,"",10.1,"",16.6,"",6.7,"D",1.7,"",2.9,"",11.6,"D",8.6,"",11.2,965,259,14.3,68.4,1009,727951,2,"",""
